VisitNum,FieldNum,StationNum,VisitType,VisitDate,VisitYear,StationLength,DataSource,Project,SampleType,GPSFileName,LatLongNum,CollDate,CollTime,CollTimeDup,Spacing,ChanCon,SampleID,Comments,VisitResult,VisitResultReason,AssessmentStatus,AssessmentStatusReason,Flow,QHEI,FHR,MSHA,FishSampleCrew,HabitatCrew,DateEntered,VisitNumOld,Source,TapeDown
20120397,12LM039,2134524901,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Duplicate,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120398,12LM038,2134524902,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120399,12LM101,2134524903,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Heavy downpour while sampling resulted in trubidity spike. Nice stream, insects seem lacking.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120400,12LM089,2134524785,bugs,8/8/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120401,12LM091,2134524792,bugs,8/8/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120402,08LM114,2134523611,bugs,8/8/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,"US half of reach in pasture, DS half in better condition.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120403,08LM114,2134523611,bugs,8/8/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,"Duplicate. US half of reach in pasture, DS half in better condition",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120404,12LM090,2134524791,bugs,8/8/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120405,12LM011,2134524895,bugs,8/9/2012,2012,,MPCA,IWM,WQ,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120407,12LM031,2134524939,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"1 riffle sampled within reach, otherwise run habitat.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120408,12LM032,2134524905,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120409,12LM034,2134524941,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120410,12LM035,2134524942,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Deep scour pools for this size stream,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120411,12LM021,2134524899,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120412,02LM005,3798,bugs,8/9/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120413,12UM059,2134525024,bugs,8/6/2012,2012,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120414,01UM005,3368,bugs,8/6/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120415,01UM003,3366,bugs,8/6/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120416,01UM004,3367,bugs,8/6/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Small, marginal riffle present but not sampled. Not much invert habita except ~100m of bank failure with enough canary grass to sample.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120417,12UM060,2134524842,bugs,8/6/2012,2012,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120418,12UM051,2134524857,bugs,8/6/2012,2012,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120419,12UM015,2134524999,bugs,8/7/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120422,12UM055,2134524861,bugs,8/7/2012,2012,,MPCA,IWM/class7,,,,,,,,OC,,Lots of dead crayfish (O. virilis) and some dead minnows,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120423,12UM052,2134524858,bugs,8/7/2012,2012,,MPCA,IWM/class7,,,,,,,,OC,,Only 10 samples collected,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120424,12UM052,2134524858,bugs,8/7/2012,2012,,MPCA,IWM/class7,,,,,,,,OC,,Only 10 samples collected,Replicate,Replicate: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120425,12UM056,2134524862,bugs,8/7/2012,2012,,MPCA,IWM,,,,,,,,OC,,Flow undetectable. Only 10 samples collected.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120426,07UM103,2134523280,bugs,8/7/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Lots of dead fish - suckers, shiners, sunfish, carp, minnows. Dead crayfish throughout.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120427,07UM103,2134523280,bugs,8/7/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Lots of dead fish - suckers, shiners, sunfish, carp, minnows. Dead crayfish throughout.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120428,00UM050,3211,bugs,8/7/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120429,12UM067,2134524866,bugs,8/7/2012,2012,,MPCA,IWM,,,,,,,,OC,,Water a little cooler than other ditches in area - several GW seeps and large areas of horsetail,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120430,12UM006,2134524998,bugs,8/7/2012,2012,,MPCA,IWM,WQ,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120431,00UM051,3212,bugs,8/7/2012,2012,,MPCA,class7,,,,,,,,OC,,"All bank habitat dry, two riffles above and below the reach. Sampled rocks in the run. Several dead carp",Replicate,Replicate: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120432,12UM068,2134524867,bugs,8/7/2012,2012,,MPCA,IWM,,,,,,,,NA,,"Water levels low, not much habitat to begin with, low water made it tougher to find sampleable habitat",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120434,12UM034,2134525019,bugs,8/8/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120435,12UM027,2134525011,bugs,8/8/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120436,12UM072,2134525055,bugs,8/8/2012,2012,,MPCA,IWM,,,,,,,,NA,,"Was sampled as 06UM006, after review, determined to be new station 12UM072. Riffle may largely be the result of bank protection.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120438,12UM023,2134525001,bugs,8/8/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120439,12UM057,2134524864,bugs,8/8/2012,2012,,MPCA,IWM,,,,,,,,OC,,"Limited invert habitat, sampled a thin leaved potamageton in the channel. Looks lik a channelized wetland.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120440,12UM065,2134524872,bugs,8/8/2012,2012,,MPCA,IWM,,,,,,,,OC,,JD/BJL changed channel condition from NA to OC on 01/03/2014.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120441,12UM008,2134524865,bugs,8/8/2012,2012,,MPCA,class7,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120442,12UM064,2134524871,bugs,8/8/2012,2012,,MPCA,class7,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120443,12UM069,2134524868,bugs,8/8/2012,2012,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120444,12UM033,2134525017,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120445,12UM041,2134524844,bugs,8/9/2012,2012,,MPCA,IWM,FC,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120446,12UM050,2134524856,bugs,8/9/2012,2012,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120447,12UM070,2134524874,bugs,8/9/2012,2012,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120449,12UM017,2134525018,bugs,8/9/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,"Tough to find invert habitat, sampled 2 small riffles and some wood debris. Lots of FW sponge.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120450,12UM049,2134524855,bugs,8/9/2012,2012,,MPCA,IWM,,,,,,,,NA,,Limited invert habitat,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120451,12UM016,2134524854,bugs,8/9/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120452,11LM102,2134524767,bugs,7/30/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120453,04LM113,1671968770,bugs,7/30/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,Water level below most hanging veg - didn't sample.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120454,11LM103,2134524768,bugs,7/30/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120455,10LM023,503264445,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,"1 small. Marginal riffle present, some wood and riffle - but not enough to sample. Cows in stream.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120456,12LM088,2134525030,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120457,12LM088,2134525030,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,Replicate,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120458,12LM086,2134525028,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120459,10LM007,-126468086,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120460,10LM014,500181573,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,Very limited sampleable habitat - on series of riffle. Water level down leaving bank veg. high and dry.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120461,04LM105,-1992443680,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,"1 Small marginal riffle present, not sampled. Does not appear to be heavily groundwater fed.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120462,04LM104,1088562513,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120463,04LM102,1091472788,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120464,12LM087,2134525029,bugs,7/31/2012,2012,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120465,12LM012,2134524892,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Possibly a bit low, a lot of exposed sandbars, not much habitat. Diffiicult to find habitat to sample.   EA/BJL changed channel condition from NA to OC on 12/20/2013.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120466,12LM013,2134524909,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Water level low? Lots of sandbars.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120467,04LM137,1093924561,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120468,02LM009,3802,bugs,8/1/2012,2012,,MPCA,IWM,FC,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120469,12LM018,2134524906,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Low water level? Lots of sandbars, but some bank veg. still in water.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120470,12LM019,2134524908,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Small beaver dam at top of reach - probably not impacting stream much.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120471,12LM017,2134524907,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Lots of algae. Small trib in reach dry. Dead creek chubs.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120472,12LM001,2134524893,bugs,8/1/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120473,12LM016,2134524890,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120474,12LM015,2134524910,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120475,12LM014,2134524891,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120477,12LM055,2134524934,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Limited Habitat - difficult to find sampleable habitat due to low water levels,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120478,12LM054,2134524953,bugs,8/2/2012,2012,,MPCA,class7,,,,,,,,NA,,"Upstream of class 7 confluence. Limited invert habitat - rootmats only, some woody debris and rocks present but insufficient flow to sample.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120479,12LM053,2134524954,bugs,8/2/2012,2012,,MPCA,class7,,,,,,,,NA,,"Not much riffle/rock habitat, most of it marginal (small substrates).",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120480,12LM056,2134524936,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Sample carefully collected under the close supervision of the bull.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120481,12LM052,2134524933,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Pea soup. Limited habitat for inverts-1 riffle and some patches of bank veg. Water level a bit low, much of the edge habitat dry.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120482,12LM051,2134524927,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Pea soup - otherwise it could be a nice site,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120483,12LM078,2134524956,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120484,12LM002,2134524894,bugs,7/30/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120485,12LM049,2134524943,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Green, but decent bugs.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120486,12LM067,2134524915,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Where are the bugs? Riffles seem like they were cleaned. Was site Dry?,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120487,12LM020,2134524912,bugs,7/30/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120488,12LM004,2134524897,bugs,8/1/2012,2012,,MPCA,IWM,WQ,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120489,12LM066,2134524889,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Riprap along outer bends. Where did the stoneflies go?,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120490,12LM033,2134524940,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Horses and likely cattle, but not much trampling.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120491,12LM080,2134524946,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,EA/BJL changed channel condition from NA to OC on 12/20/2013.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120492,12LM068,2134524926,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120493,12LM079,2134524917,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Nice site, poor quality riffles. Wood very riffle like in many areas.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120494,12LM081,2134524918,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Low flow, sampled all the wood present. Decent organisms for the stream, considering poor habitat.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120495,04LM126,2107975418,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120496,12LM077,2134524916,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,EA/BJL changed channel condition from NA to OC on 12/20/2013.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120497,12LM041,2134524929,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,"Why so trubid? Decent taxa, where are the caddis and mayflies.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120498,12LM005,2134524900,bugs,8/1/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,"Some fairly large gravel riffles, did not sample these. Wood everywhere, very unstable system.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120499,12LM006,2134524957,bugs,8/1/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,"Nice stable stream, but green",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120500,12LM007,2134524913,bugs,8/1/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,"Big and sandy, seems like the Root River.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120501,12LM102,2134524924,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Golf course.  Riffles full of stoneflies.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120502,12LM100,2134525037,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120503,12LM009,2134524958,bugs,8/2/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120504,12LM009,2134524958,bugs,8/2/2012,2012,,MPCA,IWM,WQ,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120505,12LM061,2134524932,bugs,8/2/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120506,12LM069,2134524925,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,Ripraped,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120507,12LM070,2134524919,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120508,12LM071,2134524920,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120509,12LM072,2134524931,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120510,12LM058,2134524911,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Poor invert habitat. Water level too low for overhanging veg. Algae.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120511,12LM060,2134524949,bugs,7/31/2012,2012,,MPCA,IWM/class7,BIO,,,,,,,OC,,"Overhanging veg often associated with filimentous algae, most in stream veg.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120512,12LM073,2134524921,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120513,12LM074,2134524922,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120514,12LM084,2134524947,bugs,7/30/2012,2012,,MPCA,class7,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120515,12UM043,2134524848,bugs,7/30/2012,2012,,MPCA,IWM,WQ,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120516,12UM011,2134525022,bugs,7/30/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,No flow. Dense duckweed and macrophytes. Depth ~1 foot.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120517,12UM019,2134524995,bugs,7/30/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120519,12UM042,2134524845,bugs,7/30/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Phytoplankton very abundant. Very limited habitat to sample, water level below normal.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120520,12UM062,2134524869,bugs,7/31/2012,2012,,MPCA,class7,,,,,,,,OC,,"Two stage ditch. Very low flow, one dry section.",Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120521,12UM012,2134524993,bugs,7/31/2012,2012,,MPCA,IWM/class7,BIO,,,,,,,OC,,Looks like it is flowing in the opposite direction - North.,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,,,,
20120522,12UM004,2134524846,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Very green water,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120523,12UM005,2134524788,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Sampled filamentous algae as ""aquatic macrophytes,"" not much else to sample.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120525,00UM048,3209,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Water levels way down, rock was only inundated habitat. ChanCon changed from OCNR to OC 11/25/14 (NS)",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120526,00UM054,3215,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120527,00UM054,3215,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120528,00UM053,3214,bugs,7/31/2012,2012,,MPCA,IWM,WQ,,,,,,,OC,,ChanCon was upated 11/25/14 from OCPR to OC,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120529,12UM058,2134525023,bugs,7/31/2012,2012,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120530,12UM020,2134524996,bugs,7/31/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Decent flow compared to other streams in the area.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120531,12UM003,2134524847,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,"Putrid, smelly green water, septic smell. Not much overhangin veg to sample, water level too low. Green film on substrate.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120532,12UM044,2134524849,bugs,8/1/2012,2012,,MPCA,IWM,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120533,12UM021,2134524997,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,Sand/gravel substrate.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120534,12UM045,2134524850,bugs,8/1/2012,2012,,MPCA,IWM,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120535,12UM039,2134524790,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,A lot of duckweed and fil. Algae.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
20120536,12UM025,2134525008,bugs,8/1/2012,2012,,MPCA,IWM,BIO,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,,,,
