FishSampleID_IDNR,FishSpeciesCode_IDNR,TaxonSortID,Common_Name,CountOfIndividuals,GearRun_IDNR
21039,RES,79,red shiner,27,1BE
21039,BLS,82,bluntnose minnow,115,1BE
21039,BMS,91,bigmouth shiner,1,1BE
21039,SAS,95,sand shiner,95,1BE
21039,WHS,111,white sucker,18,1BE
21039,SHR,119,shorthead redhorse,23,1BE
21039,GOR,121,golden redhorse,46,1BE
21039,SVR,122,silver redhorse,1,1BE
21039,STC,129,stonecat,2,1BE
21039,SMB,168,smallmouth bass,21,1BE
21039,BLG,173,bluegill,2,1BE
21039,JOD,191,johnny darter,4,1BE
21051,CRC,50,creek chub,151,1ES
21051,HOC,52,hornyhead chub,78,1ES
21051,COS,54,central stoneroller,13,1ES
21051,SUM,56,suckermouth minnow,1,1ES
21051,STS,70,striped shiner,45,1ES
21051,RES,79,red shiner,51,1ES
21051,BLS,82,bluntnose minnow,103,1ES
21051,BMS,91,bigmouth shiner,29,1ES
21051,SAS,95,sand shiner,101,1ES
21051,ULL,107,quillback,3,1ES
21051,WHS,111,white sucker,41,1ES
21051,GOR,121,golden redhorse,23,1ES
21051,YEB,125,yellow bullhead,8,1ES
21051,STC,129,stonecat,1,1ES
21051,SMB,168,smallmouth bass,5,1ES
21051,JOD,191,johnny darter,12,1ES
21053,CRC,50,creek chub,2,1SH
21053,HOC,52,hornyhead chub,10,1SH
21053,COS,54,central stoneroller,30,1SH
21053,SUM,56,suckermouth minnow,4,1SH
21053,STS,70,striped shiner,4,1BE
21053,STS,70,striped shiner,5,1SH
21053,RDS,72,redfin shiner,1,1SH
21053,RES,79,red shiner,74,1SH
21053,BLS,82,bluntnose minnow,230,1SH
21053,SAS,95,sand shiner,30,1SH
21053,ULL,107,quillback,8,1BE
21053,ULL,107,quillback,7,1SH
21053,RVC,108,river carpsucker,2,1BE
21053,WHS,111,white sucker,10,1BE
21053,WHS,111,white sucker,28,1SH
21053,NHS,116,northern hog sucker,1,1BE
21053,GOR,121,golden redhorse,33,1BE
21053,GOR,121,golden redhorse,9,1SH
21053,SVR,122,silver redhorse,12,1SH
21053,CCF,123,channel catfish,1,1BE
21053,STC,129,stonecat,3,1SH
21053,WHB,158,white bass,1,1BE
21053,SMB,168,smallmouth bass,30,1BE
21053,SMB,168,smallmouth bass,5,1SH
21053,SHD,186,slenderhead darter,5,1SH
21053,JOD,191,johnny darter,43,1SH
21055,CRC,50,creek chub,1,1BE
21055,HOC,52,hornyhead chub,1,1BE
21055,HOC,52,hornyhead chub,10,1SH
21055,STS,70,striped shiner,1,1BE
21055,RES,79,red shiner,23,1BE
21055,RES,79,red shiner,15,1SH
21055,BLS,82,bluntnose minnow,150,1BE
21055,BLS,82,bluntnose minnow,8,1SH
21055,SAS,95,sand shiner,16,1BE
21055,SAB,105,smallmouth buffalo,11,1BE
21055,WHS,111,white sucker,5,1BE
21055,WHS,111,white sucker,4,1SH
21055,SHR,119,shorthead redhorse,7,1BE
21055,GOR,121,golden redhorse,8,1BE
21055,GOR,121,golden redhorse,1,1SH
21055,SVR,122,silver redhorse,26,1BE
21055,YEB,125,yellow bullhead,2,1SH
21055,FRM,131,freckled madtom,2,1SH
21055,SMB,168,smallmouth bass,1,1BE
21055,GSF,170,green sunfish,7,1BE
21055,SHD,186,slenderhead darter,1,1BE
21055,SHD,186,slenderhead darter,14,1SH
21055,JOD,191,johnny darter,2,1BE
21055,JOD,191,johnny darter,32,1SH
21055,ORD,199,orangethroat darter,2,1SH
21061,CRC,50,creek chub,5,1ES
21061,HOC,52,hornyhead chub,18,1ES
21061,COS,54,central stoneroller,4,1ES
21061,BKD,57,blacknose dace,2,1ES
21061,STS,70,striped shiner,2,1ES
21061,RDS,72,redfin shiner,2,1ES
21061,RES,79,red shiner,39,1ES
21061,BLS,82,bluntnose minnow,148,1ES
21061,BMS,91,bigmouth shiner,5,1ES
21061,SAS,95,sand shiner,105,1ES
21061,WHS,111,white sucker,3,1ES
21061,NHS,116,northern hog sucker,3,1ES
21061,GOR,121,golden redhorse,17,1ES
21061,YEB,125,yellow bullhead,2,1ES
21061,SMB,168,smallmouth bass,6,1ES
21061,JOD,191,johnny darter,4,1ES
21062,CAP,46,common carp,3,1ES
21062,CRC,50,creek chub,12,1ES
21062,HOC,52,hornyhead chub,94,1ES
21062,COS,54,central stoneroller,64,1ES
21062,SUM,56,suckermouth minnow,7,1ES
21062,BKD,57,blacknose dace,7,1ES
21062,STS,70,striped shiner,61,1ES
21062,RDS,72,redfin shiner,1,1ES
21062,RES,79,red shiner,90,1ES
21062,BLS,82,bluntnose minnow,154,1ES
21062,BMS,91,bigmouth shiner,67,1ES
21062,SAS,95,sand shiner,341,1ES
21062,SAB,105,smallmouth buffalo,1,1ES
21062,ULL,107,quillback,7,1ES
21062,RVC,108,river carpsucker,1,1ES
21062,WHS,111,white sucker,7,1ES
21062,NHS,116,northern hog sucker,11,1ES
21062,SHR,119,shorthead redhorse,7,1ES
21062,GOR,121,golden redhorse,11,1ES
21062,SVR,122,silver redhorse,1,1ES
21062,YEB,125,yellow bullhead,1,1ES
21062,STC,129,stonecat,1,1ES
21062,SMB,168,smallmouth bass,37,1ES
21062,GSF,170,green sunfish,4,1ES
21062,SHD,186,slenderhead darter,1,1ES
21062,JOD,191,johnny darter,1,1ES
21063,CAP,46,common carp,1,1BE
21063,SRD,49,southern redbelly dace,1,1SH
21063,CRC,50,creek chub,3,1BE
21063,CRC,50,creek chub,11,1SH
21063,HOC,52,hornyhead chub,2,1BE
21063,HOC,52,hornyhead chub,6,1SH
21063,COS,54,central stoneroller,3,1BE
21063,COS,54,central stoneroller,169,1SH
21063,BKD,57,blacknose dace,8,1SH
21063,STS,70,striped shiner,40,1BE
21063,STS,70,striped shiner,253,1SH
21063,BLS,82,bluntnose minnow,33,1SH
21063,BMS,91,bigmouth shiner,34,1SH
21063,SAS,95,sand shiner,19,1SH
21063,ULL,107,quillback,2,1BE
21063,WHS,111,white sucker,52,1BE
21063,WHS,111,white sucker,17,1SH
21063,GOR,121,golden redhorse,36,1BE
21063,GOR,121,golden redhorse,2,1SH
21063,LMB,166,largemouth bass,4,1BE
21063,SMB,168,smallmouth bass,4,1BE
21063,GSF,170,green sunfish,2,1BE
21063,BLG,173,bluegill,2,1BE
21063,JOD,191,johnny darter,2,1SH
21063,MUD,198,mud darter,1,1SH
21064,SRD,49,southern redbelly dace,5,1SH
21064,CRC,50,creek chub,7,1SH
21064,HOC,52,hornyhead chub,50,1SH
21064,COS,54,central stoneroller,35,1SH
21064,BKD,57,blacknose dace,1,1SH
21064,STS,70,striped shiner,236,1SH
21064,RES,79,red shiner,1,1SH
21064,BLS,82,bluntnose minnow,9,1SH
21064,SAS,95,sand shiner,4,1SH
21064,WHS,111,white sucker,2,1SH
21064,GOR,121,golden redhorse,1,1SH
21064,SMB,168,smallmouth bass,16,1SH
21064,JOD,191,johnny darter,10,1SH
21064,ORD,199,orangethroat darter,20,1SH
21068,CRC,50,creek chub,39,1SH
21068,HOC,52,hornyhead chub,12,1SH
21068,COS,54,central stoneroller,6,1SH
21068,BKD,57,blacknose dace,8,1SH
21068,STS,70,striped shiner,5,1SH
21068,RES,79,red shiner,2,1SH
21068,BLS,82,bluntnose minnow,30,1SH
21068,BMS,91,bigmouth shiner,9,1SH
21068,SAS,95,sand shiner,5,1SH
21068,WHS,111,white sucker,4,1SH
21068,STC,129,stonecat,3,1SH
21068,SMB,168,smallmouth bass,1,1SH
21068,JOD,191,johnny darter,1,1SH
21069,SRD,49,southern redbelly dace,16,1SH
21069,CRC,50,creek chub,34,1SH
21069,HOC,52,hornyhead chub,9,1SH
21069,COS,54,central stoneroller,16,1SH
21069,RDS,72,redfin shiner,1,1SH
21069,RES,79,red shiner,63,1SH
21069,BLS,82,bluntnose minnow,115,1SH
21069,BMS,91,bigmouth shiner,2,1SH
21069,SAS,95,sand shiner,3,1SH
21069,WHS,111,white sucker,84,1SH
21069,YEB,125,yellow bullhead,10,1SH
21069,STC,129,stonecat,1,1SH
21069,GSF,170,green sunfish,2,1SH
21069,JOD,191,johnny darter,37,1SH
21069,ORD,199,orangethroat darter,1,1SH
21075,CRC,50,creek chub,3,1ES
21075,HOC,52,hornyhead chub,43,1ES
21075,COS,54,central stoneroller,273,1ES
21075,LSS,55,largescale stoneroller,130,1ES
21075,CMS,71,common shiner,127,1ES
21075,BLS,82,bluntnose minnow,1,1ES
21075,OZM,96,Ozark minnow,138,1ES
21075,RYS,97,rosyface shiner,93,1ES
21075,WHS,111,white sucker,16,1ES
21075,NHS,116,northern hog sucker,14,1ES
21075,BLR,120,black redhorse,4,1ES
21075,GOR,121,golden redhorse,1,1ES
21075,STC,129,stonecat,1,1ES
21075,SMB,168,smallmouth bass,23,1ES
21075,JOD,191,johnny darter,2,1ES
21075,FAD,202,fantail darter,17,1ES
21076,CRC,50,creek chub,6,1ES
21076,HOC,52,hornyhead chub,68,1ES
21076,COS,54,central stoneroller,96,1ES
21076,LSS,55,largescale stoneroller,134,1ES
21076,CMS,71,common shiner,189,1ES
21076,FHM,81,fathead minnow,1,1ES
21076,BLS,82,bluntnose minnow,3,1ES
21076,OZM,96,Ozark minnow,640,1ES
21076,RYS,97,rosyface shiner,178,1ES
21076,WHS,111,white sucker,35,1ES
21076,NHS,116,northern hog sucker,4,1ES
21076,STC,129,stonecat,1,1ES
21076,SMB,168,smallmouth bass,6,1ES
21076,JOD,191,johnny darter,6,1ES
21076,FAD,202,fantail darter,14,1ES
21078,CRC,50,creek chub,6,1ES
21078,HOC,52,hornyhead chub,25,1ES
21078,COS,54,central stoneroller,85,1ES
21078,LSS,55,largescale stoneroller,8,1ES
21078,CMS,71,common shiner,138,1ES
21078,RDS,72,redfin shiner,2,1ES
21078,BLS,82,bluntnose minnow,112,1ES
21078,OZM,96,Ozark minnow,221,1ES
21078,RYS,97,rosyface shiner,66,1ES
21078,WHS,111,white sucker,152,1ES
21078,NHS,116,northern hog sucker,12,1ES
21078,BLR,120,black redhorse,72,1ES
21078,GOR,121,golden redhorse,2,1ES
21078,STC,129,stonecat,2,1ES
21078,SMB,168,smallmouth bass,27,1ES
21078,GSF,170,green sunfish,3,1ES
21078,JOD,191,johnny darter,12,1ES
21078,FAD,202,fantail darter,43,1ES
21079,CAP,46,common carp,1,1BE
21079,CRC,50,creek chub,1,1SH
21079,HOC,52,hornyhead chub,10,1BE
21079,HOC,52,hornyhead chub,1,1SH
21079,SVM,65,Mississippi silvery minnow,2,1BE
21079,CMS,71,common shiner,20,1BE
21079,CMS,71,common shiner,50,1SH
21079,BLS,82,bluntnose minnow,1,1BE
21079,OZM,96,Ozark minnow,10,1BE
21079,RYS,97,rosyface shiner,69,1BE
21079,RYS,97,rosyface shiner,47,1SH
21079,WHS,111,white sucker,20,1BE
21079,WHS,111,white sucker,13,1SH
21079,NHS,116,northern hog sucker,1,1BE
21079,BLR,120,black redhorse,80,1BE
21079,GOR,121,golden redhorse,19,1BE
21079,STC,129,stonecat,2,1BE
21079,STC,129,stonecat,1,1SH
21079,BRS,146,brook silverside,1,1BE
21079,SMB,168,smallmouth bass,11,1BE
21079,BLG,173,bluegill,1,1BE
21079,FAD,202,fantail darter,2,1SH
21080,SRD,49,southern redbelly dace,3,1ES
21080,CRC,50,creek chub,27,1ES
21080,HOC,52,hornyhead chub,116,1ES
21080,COS,54,central stoneroller,113,1ES
21080,LSS,55,largescale stoneroller,16,1ES
21080,SUM,56,suckermouth minnow,6,1ES
21080,BKD,57,blacknose dace,12,1ES
21080,CMS,71,common shiner,100,1ES
21080,RDS,72,redfin shiner,2,1ES
21080,BLS,82,bluntnose minnow,20,1ES
21080,EMS,85,emerald shiner,2,1ES
21080,SAS,95,sand shiner,1,1ES
21080,OZM,96,Ozark minnow,53,1ES
21080,RYS,97,rosyface shiner,32,1ES
21080,WHS,111,white sucker,331,1ES
21080,NHS,116,northern hog sucker,5,1ES
21080,GOR,121,golden redhorse,3,1ES
21080,SMB,168,smallmouth bass,4,1ES
21080,JOD,191,johnny darter,45,1ES
21080,FAD,202,fantail darter,82,1ES
21081,RBT,36,rainbow trout,3,1ES
21081,CRC,50,creek chub,4,1ES
21081,HOC,52,hornyhead chub,25,1ES
21081,COS,54,central stoneroller,52,1ES
21081,LSS,55,largescale stoneroller,20,1ES
21081,CMS,71,common shiner,32,1ES
21081,OZM,96,Ozark minnow,1,1ES
21081,RYS,97,rosyface shiner,13,1ES
21081,WHS,111,white sucker,50,1ES
21081,NHS,116,northern hog sucker,1,1ES
21081,SMB,168,smallmouth bass,6,1ES
21081,JOD,191,johnny darter,1,1ES
21081,FAD,202,fantail darter,44,1ES
21082,SRD,49,southern redbelly dace,59,1ES
21082,CRC,50,creek chub,95,1ES
21082,COS,54,central stoneroller,325,1ES
21082,LGD,58,longnose dace,46,1ES
21082,CMS,71,common shiner,104,1ES
21082,BLS,82,bluntnose minnow,173,1ES
21082,BMS,91,bigmouth shiner,8,1ES
21082,OZM,96,Ozark minnow,6,1ES
21082,WHS,111,white sucker,75,1ES
21082,BKS,149,brook stickleback,110,1ES
21082,JOD,191,johnny darter,88,1ES
21082,FAD,202,fantail darter,49,1ES
21083,SRD,49,southern redbelly dace,62,1ES
21083,CRC,50,creek chub,15,1ES
21083,HOC,52,hornyhead chub,87,1ES
21083,COS,54,central stoneroller,424,1ES
21083,SUM,56,suckermouth minnow,3,1ES
21083,BKD,57,blacknose dace,73,1ES
21083,LGD,58,longnose dace,2,1ES
21083,CMS,71,common shiner,338,1ES
21083,BLS,82,bluntnose minnow,13,1ES
21083,BMS,91,bigmouth shiner,2,1ES
21083,OZM,96,Ozark minnow,129,1ES
21083,RYS,97,rosyface shiner,5,1ES
21083,WHS,111,white sucker,56,1ES
21083,BKS,149,brook stickleback,3,1ES
21083,JOD,191,johnny darter,46,1ES
21083,FAD,202,fantail darter,75,1ES
21085,CAP,46,common carp,2,1BE
21085,CGH,46.5,Hybrid common carp x goldlfish,2,1BE
21085,HOC,52,hornyhead chub,43,1BE
21085,HOC,52,hornyhead chub,1,1SH
21085,CMS,71,common shiner,8,1BE
21085,CMS,71,common shiner,16,1SH
21085,SFS,76,spotfin shiner,1,1BE
21085,BLS,82,bluntnose minnow,16,1BE
21085,SAS,95,sand shiner,3,1BE
21085,SAS,95,sand shiner,3,1SH
21085,RYS,97,rosyface shiner,6,1BE
21085,RYS,97,rosyface shiner,14,1SH
21085,RVC,108,river carpsucker,1,1BE
21085,WHS,111,white sucker,28,1BE
21085,SHR,119,shorthead redhorse,9,1BE
21085,SMB,168,smallmouth bass,34,1BE
21085,RVD,183,river darter,1,1BE
21085,JOD,191,johnny darter,1,1BE
21085,FRD,207,freshwater drum,1,1BE
21087,BOW,15,bowfin,1,1BE
21087,CAP,46,common carp,6,1BE
21087,GOS,48,golden shiner,1,1BE
21087,SFS,76,spotfin shiner,27,1BE
21087,EMS,85,emerald shiner,22,1BE
21087,BGB,104,bigmouth buffalo,2,1BE
21087,SAB,105,smallmouth buffalo,2,1BE
21087,SDS,113,spotted sucker,1,1BE
21087,GOR,121,golden redhorse,6,1BE
21087,CCF,123,channel catfish,1,1BE
21087,BRS,146,brook silverside,2,1BE
21087,WHB,158,white bass,1,1BE
21087,LMB,166,largemouth bass,1,1BE
21087,SMB,168,smallmouth bass,1,1BE
21087,WAM,169,warmouth,3,1BE
21087,YEP,180,yellow perch,3,1BE
21088,SRD,49,southern redbelly dace,36,1ES
21088,CRC,50,creek chub,21,1ES
21088,HOC,52,hornyhead chub,178,1ES
21088,COS,54,central stoneroller,390,1ES
21088,SUM,56,suckermouth minnow,7,1ES
21088,BKD,57,blacknose dace,16,1ES
21088,CMS,71,common shiner,437,1ES
21088,BLS,82,bluntnose minnow,151,1ES
21088,WHS,111,white sucker,257,1ES
21088,STC,129,stonecat,5,1ES
21088,SMB,168,smallmouth bass,10,1ES
21088,GSF,170,green sunfish,1,1ES
21088,JOD,191,johnny darter,67,1ES
21088,FAD,202,fantail darter,384,1ES
21089,CRC,50,creek chub,1,1ES
21089,HOC,52,hornyhead chub,19,1ES
21089,LGD,58,longnose dace,28,1ES
21089,CMS,71,common shiner,6,1ES
21089,BLS,82,bluntnose minnow,1,1ES
21089,WHS,111,white sucker,23,1ES
21089,STC,129,stonecat,6,1ES
21089,LMB,166,largemouth bass,23,1ES
21089,SMB,168,smallmouth bass,1,1ES
21089,FAD,202,fantail darter,25,1ES
21090,CRC,50,creek chub,32,1ES
21090,HOC,52,hornyhead chub,4,1ES
21090,COS,54,central stoneroller,61,1ES
21090,SUM,56,suckermouth minnow,2,1ES
21090,CMS,71,common shiner,43,1ES
21090,BLS,82,bluntnose minnow,26,1ES
21090,BMS,91,bigmouth shiner,2,1ES
21090,WHS,111,white sucker,13,1ES
21090,SMB,168,smallmouth bass,4,1ES
21090,JOD,191,johnny darter,5,1ES
21090,FAD,202,fantail darter,17,1ES
21092,CRC,50,creek chub,1,1ES
21092,COS,54,central stoneroller,7,1ES
21092,LGD,58,longnose dace,1,1ES
21092,CMS,71,common shiner,199,1ES
21092,FHM,81,fathead minnow,1,1ES
21092,BLS,82,bluntnose minnow,104,1ES
21092,RYS,97,rosyface shiner,1,1ES
21092,WHS,111,white sucker,4,1ES
21092,YEB,125,yellow bullhead,1,1ES
21092,FAD,202,fantail darter,13,1ES
21093,SRD,49,southern redbelly dace,1,1ES
21093,CRC,50,creek chub,1,1ES
21093,HOC,52,hornyhead chub,99,1ES
21093,LSS,55,largescale stoneroller,1,1ES
21093,LGD,58,longnose dace,11,1ES
21093,SVM,65,Mississippi silvery minnow,79,1ES
21093,CMS,71,common shiner,257,1ES
21093,BLS,82,bluntnose minnow,8,1ES
21093,BMS,91,bigmouth shiner,8,1ES
21093,RYS,97,rosyface shiner,19,1ES
21093,WHS,111,white sucker,34,1ES
21093,STC,129,stonecat,1,1ES
21093,SMB,168,smallmouth bass,3,1ES
21094,CRC,50,creek chub,9,1ES
21094,HOC,52,hornyhead chub,129,1ES
21094,COS,54,central stoneroller,16,1ES
21094,SUM,56,suckermouth minnow,3,1ES
21094,CMS,71,common shiner,10,1ES
21094,SFS,76,spotfin shiner,1,1ES
21094,BLS,82,bluntnose minnow,6,1ES
21094,EMS,85,emerald shiner,11,1ES
21094,WHS,111,white sucker,7,1ES
21094,STC,129,stonecat,3,1ES
21094,TPM,130,tadpole madtom,1,1ES
21094,SMB,168,smallmouth bass,5,1ES
21094,JOD,191,johnny darter,4,1ES
21094,FAD,202,fantail darter,26,1ES
21096,CRC,50,creek chub,29,1ES
21096,COS,54,central stoneroller,74,1ES
21096,SUM,56,suckermouth minnow,2,1ES
21096,RDS,72,redfin shiner,30,1ES
21096,RES,79,red shiner,37,1ES
21096,BLS,82,bluntnose minnow,172,1ES
21096,BMS,91,bigmouth shiner,14,1ES
21096,SAS,95,sand shiner,54,1ES
21096,ULL,107,quillback,1,1ES
21096,WHS,111,white sucker,21,1ES
21096,NHS,116,northern hog sucker,12,1ES
21096,SHR,119,shorthead redhorse,8,1ES
21096,GOR,121,golden redhorse,1,1ES
21096,SVR,122,silver redhorse,1,1ES
21096,CCF,123,channel catfish,1,1ES
21096,STC,129,stonecat,4,1ES
21096,ROB,165,rock bass,1,1ES
21096,SMB,168,smallmouth bass,16,1ES
21096,GSF,170,green sunfish,3,1ES
21096,BLG,173,bluegill,6,1ES
21096,LOS,176,longear sunfish,3,1ES
21096,ORD,199,orangethroat darter,11,1ES
21097,GOF,45,goldfish,10,1ES
21097,CAP,46,common carp,5,1ES
21097,SRD,49,southern redbelly dace,1,1ES
21097,CRC,50,creek chub,195,1ES
21097,COS,54,central stoneroller,3434,1ES
21097,SUM,56,suckermouth minnow,49,1ES
21097,BKD,57,blacknose dace,16,1ES
21097,RDS,72,redfin shiner,90,1ES
21097,RES,79,red shiner,1,1ES
21097,BLS,82,bluntnose minnow,70,1ES
21097,BMS,91,bigmouth shiner,669,1ES
21097,SAS,95,sand shiner,354,1ES
21097,BGB,104,bigmouth buffalo,1,1ES
21097,BKB,106,black buffalo,3,1ES
21097,ULL,107,quillback,366,1ES
21097,WHS,111,white sucker,306,1ES
21097,NHS,116,northern hog sucker,7,1ES
21097,SHR,119,shorthead redhorse,52,1ES
21097,GOR,121,golden redhorse,43,1ES
21097,SVR,122,silver redhorse,5,1ES
21097,CCF,123,channel catfish,1,1ES
21097,YEB,125,yellow bullhead,4,1ES
21097,MOF,145,mosquitofish,2,1ES
21097,LMB,166,largemouth bass,1,1ES
21097,SMB,168,smallmouth bass,6,1ES
21097,GSF,170,green sunfish,10,1ES
21097,BLG,173,bluegill,3,1ES
21097,LOP,187,logperch,3,1ES
21097,ORD,199,orangethroat darter,236,1ES
21099,CRC,50,creek chub,5,1ES
21099,COS,54,central stoneroller,338,1ES
21099,RDS,72,redfin shiner,12,1ES
21099,RES,79,red shiner,290,1ES
21099,BLS,82,bluntnose minnow,678,1ES
21099,BMS,91,bigmouth shiner,20,1ES
21099,SAS,95,sand shiner,494,1ES
21099,ULL,107,quillback,50,1ES
21099,RVC,108,river carpsucker,6,1ES
21099,HFC,109,highfin carpsucker,3,1ES
21099,WHS,111,white sucker,19,1ES
21099,NHS,116,northern hog sucker,98,1ES
21099,SHR,119,shorthead redhorse,1,1ES
21099,GOR,121,golden redhorse,45,1ES
21099,SVR,122,silver redhorse,2,1ES
21099,YEB,125,yellow bullhead,17,1ES
21099,STC,129,stonecat,3,1ES
21099,SMB,168,smallmouth bass,75,1ES
21099,GSF,170,green sunfish,14,1ES
21099,BLG,173,bluegill,41,1ES
21099,JOD,191,johnny darter,19,1ES
21099,ORD,199,orangethroat darter,7,1ES
21099,FAD,202,fantail darter,3,1ES
21100,GZS,20,gizzard shad,22,1ES
21100,CAP,46,common carp,8,1ES
21100,CRC,50,creek chub,4,1ES
21100,HOC,52,hornyhead chub,10,1ES
21100,COS,54,central stoneroller,14,1ES
21100,RDS,72,redfin shiner,5,1ES
21100,RES,79,red shiner,208,1ES
21100,BLS,82,bluntnose minnow,116,1ES
21100,SAS,95,sand shiner,10,1ES
21100,ULL,107,quillback,14,1ES
21100,RVC,108,river carpsucker,2,1ES
21100,WHS,111,white sucker,25,1ES
21100,NHS,116,northern hog sucker,19,1ES
21100,SHR,119,shorthead redhorse,10,1ES
21100,GOR,121,golden redhorse,75,1ES
21100,CCF,123,channel catfish,3,1ES
21100,YEB,125,yellow bullhead,21,1ES
21100,STC,129,stonecat,8,1ES
21100,LMB,166,largemouth bass,6,1ES
21100,SMB,168,smallmouth bass,4,1ES
21100,BLG,173,bluegill,1,1ES
21100,BLD,181,blackside darter,5,1ES
21100,SHD,186,slenderhead darter,2,1ES
21100,JOD,191,johnny darter,14,1ES
21100,ORD,199,orangethroat darter,7,1ES
21100,FRD,207,freshwater drum,1,1ES
21101,CRC,50,creek chub,95,1ES
21101,HOC,52,hornyhead chub,23,1ES
21101,COS,54,central stoneroller,204,1ES
21101,BKD,57,blacknose dace,53,1ES
21101,STS,70,striped shiner,16,1ES
21101,RDS,72,redfin shiner,113,1ES
21101,RES,79,red shiner,134,1ES
21101,BLS,82,bluntnose minnow,390,1ES
21101,BMS,91,bigmouth shiner,187,1ES
21101,SAS,95,sand shiner,192,1ES
21101,WHS,111,white sucker,31,1ES
21101,NHS,116,northern hog sucker,14,1ES
21101,GOR,121,golden redhorse,28,1ES
21101,YEB,125,yellow bullhead,63,1ES
21101,STC,129,stonecat,4,1ES
21101,SMB,168,smallmouth bass,15,1ES
21101,GSF,170,green sunfish,3,1ES
21101,BLD,181,blackside darter,3,1ES
21101,ORD,199,orangethroat darter,62,1ES
21101,FAD,202,fantail darter,2,1ES
21103,CAP,46,common carp,3,1ES
21103,CRC,50,creek chub,3,1ES
21103,HOC,52,hornyhead chub,3,1ES
21103,COS,54,central stoneroller,60,1ES
21103,STS,70,striped shiner,76,1ES
21103,RDS,72,redfin shiner,18,1ES
21103,SFS,76,spotfin shiner,7,1ES
21103,RES,79,red shiner,19,1ES
21103,BLS,82,bluntnose minnow,103,1ES
21103,BMS,91,bigmouth shiner,1,1ES
21103,SAS,95,sand shiner,18,1ES
21103,ULL,107,quillback,1,1ES
21103,WHS,111,white sucker,15,1ES
21103,NHS,116,northern hog sucker,2,1ES
21103,SHR,119,shorthead redhorse,2,1ES
21103,BLR,120,black redhorse,54,1ES
21103,GOR,121,golden redhorse,34,1ES
21103,CCF,123,channel catfish,3,1ES
21103,YEB,125,yellow bullhead,4,1ES
21103,STC,129,stonecat,2,1ES
21103,SLM,132,slender madtom,1,1ES
21103,BLT,143,blackstripe topminnow,11,1ES
21103,ROB,165,rock bass,4,1ES
21103,SMB,168,smallmouth bass,6,1ES
21103,GSF,170,green sunfish,28,1ES
21103,BLG,173,bluegill,9,1ES
21103,LOS,176,longear sunfish,82,1ES
21103,BLD,181,blackside darter,1,1ES
21103,ORD,199,orangethroat darter,3,1ES
21103,FRD,207,freshwater drum,3,1ES
21106,GZS,20,gizzard shad,79,1ES
21106,GRC,42,grass carp,3,1ES
21106,CAP,46,common carp,3,1ES
21106,CRC,50,creek chub,1,1ES
21106,COS,54,central stoneroller,132,1ES
21106,SUM,56,suckermouth minnow,1,1ES
21106,RDS,72,redfin shiner,4,1ES
21106,RES,79,red shiner,216,1ES
21106,BLS,82,bluntnose minnow,130,1ES
21106,EMS,85,emerald shiner,14,1ES
21106,BMS,91,bigmouth shiner,85,1ES
21106,SAS,95,sand shiner,209,1ES
21106,BGB,104,bigmouth buffalo,1,1ES
21106,ULL,107,quillback,77,1ES
21106,RVC,108,river carpsucker,4,1ES
21106,GOR,121,golden redhorse,27,1ES
21106,SVR,122,silver redhorse,4,1ES
21106,CCF,123,channel catfish,1,1ES
21106,YEB,125,yellow bullhead,1,1ES
21106,MOF,145,mosquitofish,1,1ES
21106,LMB,166,largemouth bass,14,1ES
21106,GSF,170,green sunfish,2,1ES
21106,BLG,173,bluegill,12,1ES
21106,LOS,176,longear sunfish,11,1ES
21106,BLD,181,blackside darter,1,1ES
21106,ORD,199,orangethroat darter,11,1ES
21106,FRD,207,freshwater drum,4,1ES
21109,CRC,50,creek chub,34,1ES
21109,COS,54,central stoneroller,28,1ES
21109,RDS,72,redfin shiner,3,1ES
21109,RES,79,red shiner,2,1ES
21109,BLS,82,bluntnose minnow,26,1ES
21109,BMS,91,bigmouth shiner,2,1ES
21109,SAS,95,sand shiner,1,1ES
21109,WHS,111,white sucker,50,1ES
21109,LMB,166,largemouth bass,1,1ES
21109,GSF,170,green sunfish,22,1ES
21109,ORD,199,orangethroat darter,8,1ES
21110,SRD,49,southern redbelly dace,18,1ES
21110,CRC,50,creek chub,74,1ES
21110,COS,54,central stoneroller,202,1ES
21110,SUM,56,suckermouth minnow,3,1ES
21110,BKD,57,blacknose dace,47,1ES
21110,CMS,71,common shiner,50,1ES
21110,SFS,76,spotfin shiner,1,1ES
21110,BLS,82,bluntnose minnow,292,1ES
21110,BMS,91,bigmouth shiner,129,1ES
21110,SAS,95,sand shiner,236,1ES
21110,WHS,111,white sucker,66,1ES
21110,NHS,116,northern hog sucker,15,1ES
21110,SHR,119,shorthead redhorse,6,1ES
21110,GOR,121,golden redhorse,7,1ES
21110,SVR,122,silver redhorse,1,1ES
21110,YEB,125,yellow bullhead,1,1ES
21110,STC,129,stonecat,1,1ES
21110,BKS,149,brook stickleback,4,1ES
21110,ROB,165,rock bass,1,1ES
21110,SMB,168,smallmouth bass,2,1ES
21110,BLG,173,bluegill,7,1ES
21110,JOD,191,johnny darter,27,1ES
21110,BAD,195,banded darter,38,1ES
21110,RAD,197,rainbow darter,37,1ES
21110,ORD,199,orangethroat darter,12,1ES
21110,FAD,202,fantail darter,1,1ES
21111,GRP,39,grass pickerel,1,1ES
