FieldNum,WBName,Location,LAT8xDD,LON8xDD,County,State,DrainSqMi,Gradient,HUC8,HUC8_name,HUC10,HUC11,HUC12,Group_ID,Group_name,Basin,Reference,EcoLevel3,EcoLevel3Name,EcoLevel4,Province,Section,Subsection,PhysioProv,PhysioSect,DNRFisheries_area,Comments,FishRegion,FishClass,FishClassName,InvertClass,InvertClassName,AgPercent,RangePercent,AgRangePercent,UrbanPercent,ForestPercent,WetlandPercent,WaterPercent,MiningPercent,DisturbedPercent,TotalPercent,LUSource,TotalScore_Combined
13MN170,Elm Creek,"Downstream of 300th Ave., 2 mi. NW of Huntley",43.75441,-94.26468,Martin,MN,272.3134509,0.549987793,07020009,Blue Earth River,0702000909,,070200090907,0702000909-01,Lower Elm Creek,MN,FALSE,47,WCBP,47b,251,251B,251Ba,,,Windom Area,,South,2,Southern Streams,,,86.4,2,88.4,5.9,1.3,2.5,1.9,0,94.3,100,nlcd2001,
13MN171,Elm Creek,"Downstream of 260th Ave. (1/4 mi.), 3.5 mi. N of Grenada",43.75645,-94.34265,Martin,MN,238.905923,0.350006104,07020009,Blue Earth River,0702000909,,070200090907,0702000909-01,Lower Elm Creek,MN,FALSE,47,WCBP,47b,251,251B,251Ba,,,Windom Area,,South,2,Southern Streams,,,85.8,2.1,87.9,5.8,1.4,2.6,2.2,0,93.7,99.9,nlcd2001,
13MN172,Elm Creek,"Downstream of 260th Ave., 3.5 mi. N of Grenada",43.76018,-94.34585,Martin,MN,238.7704012,0.446044922,07020009,Blue Earth River,0702000909,,070200090907,0702000909-01,Lower Elm Creek,MN,FALSE,47,WCBP,47b,251,251B,251Ba,,,Windom Area,,South,2,Southern Streams,,,85.8,2.1,87.9,5.8,1.4,2.6,2.2,0,93.7,99.9,nlcd2001,
13MN180,Willow Creek,"Upstream of CSAH 8 (250th St.), 8.5 mi. W of Truman",43.84673,-94.60811,Martin,MN,18.55919717,0.860015869,07020010,Watonwan River,0702001004,,070200100403,0702001004-01,Lower South Fork Watonwan River,MN,FALSE,47,WCBP,47b,251,251B,251Ba,,,Windom Area,,South,3,Southern Headwaters,,,89,1.7,90.7,6.7,0.7,1.8,0.1,0,97.4,100,nlcd2001,
13MN300,Trib. to Chippewa River,"Downstream of CSAH 9, 2.5 mi. N of Watson",45.04662,-95.79551,Chippewa,MN,29.44542475,1.458740234,07020005,Chippewa River,0702000511,,070200051103,0702000511-01,Lower Chippewa River,MN,FALSE,47,WCBP,47b,251,251B,251Ba,,,Spicer Area,,South,3,Southern Headwaters,7,,77.6,4.2,81.8,4.4,0.4,13,0.3,0.1,86.3,100,nlcd2001,
13UM001,Mississippi River,Downstream of W Broadway Ave. in N Minneapolis,44.99113,-93.27045,Hennepin,MN,19642.6489,0.038391113,07010206,Mississippi River - Twin Cities,0701020607,,070102060703,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Mc,,,West Metro Area,,North,4,Northern Rivers,,,21.6,16,37.6,5.5,37.1,11.8,8,0.1,43.2,100.1,nlcd2001,
13UM002,Mississippi River,Upstream of 37th Ave. NE (N 42nd Ave) in Columbia Heights,45.03834,-93.28265,Hennepin,MN,19551.20952,0.038299561,07010206,Mississippi River - Twin Cities,0701020607,,070102060702,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Mc,,,West Metro Area,,North,4,Northern Rivers,,,21.6,16.1,37.7,5.1,37.2,11.9,8,0.1,42.9,100,nlcd2001,
13UM005,Mississippi River,"Upstream of Hwy 25, 1 mi. NW of Monticello",45.32324,-93.81769,Sherburne,MN,14057.10998,0.498565674,07010203,Mississippi River - St. Cloud,0701020306,,070102030603,0701020306-01,City of Elk River-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Montrose Area,,North,4,Northern Rivers,,,13.4,15.4,28.8,3.8,45.3,13.8,8.2,0.1,32.7,100,nlcd2001,
13UM006,Mississippi River,"Downstream of Hwy 24, 4 mi. SE of Clearwater",45.3882,-93.97193,Sherburne,MN,13973.09754,0.262817383,07010203,Mississippi River - St. Cloud,0701020306,,070102030601,0701020306-01,City of Elk River-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Montrose Area,,North,4,Northern Rivers,,,13.2,15.4,28.6,3.8,45.4,13.8,8.2,0.1,32.5,99.9,nlcd2001,
13UM007,Mississippi River,"Upstream of Hwy 24, 1 mi. N of Clearwater",45.43471,-94.05102,Sherburne,MN,13759.439,0.444335967,07010203,Mississippi River - St. Cloud,0701020301,,070102030103,0701020301-01,City of Saint Cloud-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Montrose Area,,North,4,Northern Rivers,,,12.7,15.3,28,3.8,45.9,14,8.2,0.1,31.9,100,nlcd2001,
13UM009,Mississippi River,".3 mi. E of CSAH 1, 3.5 mi. S of Rice",45.73101,-94.23865,Benton,MN,12356.91947,0.08996582,07010201,Mississippi River - Sartell,0701020107,,070102010704,0701020107-01,City of Sartell-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Montrose Area,,North,4,Northern Rivers,,,9,14,23,3.4,49.8,15,8.7,0.1,26.5,100,nlcd2001,
13UM014,Mississippi River,".1 mi. W of CR 142, 2.5 NE of Brainerd",46.40732,-94.15672,Crow Wing,MN,6997.708302,0.266753942,07010104,Mississippi River - Brainerd,0701010405,,070101040505,0701010405-01,City of Brainerd-Mississippi River,UM,FALSE,50,NLF,50b,212,212K,212Kb,,,Brainerd Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.1,7.1,8.2,2.5,59.1,18.3,11.6,0.2,10.9,99.9,nlcd2001,
13UM015,Mississippi River,".2 mi. E of Antler Rd, 5 mi. W of Ironton",46.48435,-94.09534,Crow Wing,MN,6892.784848,0.145019531,07010104,Mississippi River - Brainerd,0701010405,,070101040502,0701010405-01,City of Brainerd-Mississippi River,UM,FALSE,50,NLF,50q,212,212K,212Kb,,,Brainerd Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.1,7,8.1,2.5,59.3,18.3,11.6,0.2,10.8,100,nlcd2001,
13UM016,Mississippi River,".1 mi. S of CSAH 11, 7 mi. NW of Aitkin",46.57891,-93.85203,Crow Wing,MN,6014.106644,0.105865479,07010104,Mississippi River - Brainerd,0701010404,,070101040404,0701010404-01,City of Aitkin-Mississippi River,UM,FALSE,50,NLF,50o,212,212N,212Nd,,,Brainerd Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1,7.2,8.2,2.5,58.7,18.7,11.7,0.2,10.9,100,nlcd2001,
13UM019,Mississippi River,"Off CSAH 10, 7.5 mi. SW of Jacobson",46.9031,-93.34159,Aitkin,MN,4300.622137,0.019940961,07010103,Mississippi River - Grand Rapids,0701010309,,070101030901,0701010309-01,City of Palisade-Mississippi River,UM,FALSE,50,NLF,50b,212,212N,212Nd,,,Aitkin Area,,North,4,Northern Rivers,1,Northern Forest Rivers,0.9,5.8,6.7,2.6,60.2,15.9,14.2,0.3,9.6,99.9,nlcd2001,
13UM022,Mississippi River,Downstream of 7th Ave. SE in Grand Rapids,47.21609,-93.48624,Itasca,MN,3278.66119,0.029948397,07010103,Mississippi River - Grand Rapids,0701010303,,070101030301,0701010303-01,Split Hand Creek-Mississippi River,UM,FALSE,50,NLF,50s,212,212N,212Nb,,,Grand Rapids Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1,5.6,6.6,2.6,58.6,15.8,16.4,0,9.2,100,nlcd2001,
13UM023,Mississippi River,Downstream of Central Ave in Cohasset,47.25079,-93.59247,Itasca,MN,3261.056554,0.001,07010101,Mississippi River - Headwaters,0701010109,,070101010909,0701010109-01,Pokegama Lake-Mississippi River,UM,FALSE,50,NLF,50s,212,212N,212Nb,,,Grand Rapids Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1,5.6,6.6,2.4,58.7,15.8,16.4,0,9,99.9,nlcd2001,
13UM025,Mississippi River,"Downstream of CSAH 3/18, at Schoolcraft State Park boat landing",47.2273,-93.80276,Cass,MN,3051.957447,0.001,07010101,Mississippi River - Headwaters,0701010109,,070101010903,0701010109-01,Pokegama Lake-Mississippi River,UM,FALSE,50,NLF,50r,212,212N,212Na,,,Walker Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1,5.5,6.5,2.4,58.4,16.1,16.6,0,8.9,100,nlcd2001,
13UM026,Mississippi River,"Upstream of CSAH 3/18, 5 mi. SW of Deer River",47.30282,-93.90669,Itasca,MN,1508.593875,0.109824769,07010101,Mississippi River - Headwaters,0701010109,,070101010901,0701010109-01,Pokegama Lake-Mississippi River,UM,FALSE,50,NLF,50r,212,212N,212Na,,,Grand Rapids Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.2,6.6,7.8,2.9,59.7,14.8,14.8,0,10.7,100,nlcd2001,
13UM028,Mississippi River,"Downstream of CSAH 8, 6.5 mi. NW of Cass Lake",47.44881,-94.71799,Beltrami,MN,638.8625467,0.08972168,07010101,Mississippi River - Headwaters,0701010105,,070101010503,0701010105-01,Cass Lake-Mississippi River,UM,FALSE,50,NLF,50r,212,212N,212Na,,,Bemidji Area,,North,4,Northern Rivers,1,Northern Forest Rivers,2.4,11,13.4,4.4,69.4,7.1,5.7,0,17.8,100,nlcd2001,
13UM029,Mississippi River,"Downstream of CSAH 11, 1 mi. SW of Bemidji",47.4504,-94.90393,Beltrami,MN,369.2817725,0.627777159,07010101,Mississippi River - Headwaters,0701010102,,070101010207,0701010102-01,Headwaters Mississippi River,UM,FALSE,50,NLF,50r,212,212N,212Na,,,Bemidji Area,,North,5,Northern Streams,4,Northern Forest Streams GP,2.5,13.1,15.6,3.3,70.7,7,3.3,0,18.9,99.9,nlcd2001,
13UM030,Mississippi River,"At Bear Den Landing off Bear Den Canoe Rd., 6.5 mi. S of Solway",47.42318,-95.10193,Beltrami,MN,150.0115767,0.479566246,07010101,Mississippi River - Headwaters,0701010102,,070101010205,0701010102-01,Headwaters Mississippi River,UM,FALSE,50,NLF,50r,212,212N,212Na,,,Bemidji Area,,North,5,Northern Streams,4,Northern Forest Streams GP,0.5,5.7,6.2,1.7,83,4,5.1,0,7.9,100,nlcd2001,
13UM031,Mississippi River,"At Ostego Landing, 3.5 mi. W of Ostego",45.30527,-93.6847,Sherburne,MN,14112.87965,0.563171387,07010203,Mississippi River - St. Cloud,0701020306,,070102030605,0701020306-01,City of Elk River-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Montrose Area,,North,4,Northern Rivers,,,13.5,15.4,28.9,3.9,45.1,13.7,8.2,0.1,32.9,99.9,nlcd2001,
13UM040,Rum River,"Upstream of Bunker Lake Blvd. NW, 1.5 mi. N of Anoka",45.24192,-93.38931,Anoka,MN,1575.114605,0.082427986,07010207,Rum River,0701020707,,070102070707,0701020707-01,Lower Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,4,Northern Rivers,1,Northern Forest Rivers,18.1,20.3,38.4,5,31.1,10.7,14.7,0,43.4,99.9,nlcd2001,
13UM042,Estes Brook,"Upstream of Davenport Rd., 4.5 mi. NW of Princeton",45.65694,-93.65748,Mille Lacs,MN,43.11019791,0.223999023,07010207,Rum River,0701020703,,070102070304,0701020703-02,Estes Brook,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,7,Low Gradient,3,,39.7,35,74.7,4.6,14.8,5.9,0,0,79.3,100,nlcd2001,
13UM043,Tibbetts Brook,"Downstream of CSAH 19, 5.5 mi. NW of Milaca",45.85016,-93.70179,Mille Lacs,MN,42.66089083,0.553100526,07010207,Rum River,0701020702,,070102070205,0701020702-02,Tibbetts Brook,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,4,,1.9,22.3,24.2,1.3,59.7,14.7,0.1,0,25.5,100,nlcd2001,
13UM044,Trott Brook,"Downstream of Nowthan Blvd., 1.5 mi. N of Ramsey",45.28295,-93.43928,Anoka,MN,28.89603999,0.658691347,07010207,Rum River,0701020707,,070102070706,0701020707-02,Trott Brook,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,19.4,34.4,53.8,11.2,25.4,9,0.5,0.2,65.2,100.1,nlcd2001,
13UM045,Rum River,"Upstream of Hwy 95, in Princeton",45.57545,-93.57759,Mille Lacs,MN,772.697331,0.237487778,07010207,Rum River,0701020702,,070102070209,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Little Falls Area,,North,4,Northern Rivers,1,Northern Forest Rivers,5.5,16,21.5,3.2,36.9,10.7,27.7,0,24.7,100,nlcd2001,
13UM046,Rum River,"Downstream of 2nd Ave., in Cambridge",45.56895,-93.23528,Isanti,MN,1242.914393,0.207794175,07010207,Rum River,0701020705,,070102070506,0701020705-01,Middle Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,16,19.8,35.8,4,32.3,10.2,17.8,0,39.8,100.1,nlcd2001,
13UM047,Stanchfield Creek,"Upstream of 357th Ave., 4 mi. NW of Cambridge",45.61794,-93.301,Isanti,MN,93.61085445,0.444000274,07010207,Rum River,0701020704,,070102070403,0701020704-01,Stanchfield Creek,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Hinckley Area,,North,5,Northern Streams,4,,40.4,23.3,63.7,3.8,21.3,9.2,2.1,0,67.5,100.1,nlcd2001,
13UM048,"Rum River, West Branch","Downstream of CR 102, 1 mi. W of Princeton",45.5807,-93.61114,Mille Lacs,MN,182.9524229,0.7137146,07010207,Rum River,0701020703,,070102070305,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Little Falls Area,,North,5,Northern Streams,5,,30,32.5,62.5,4.1,24.2,9.2,0.1,0,66.6,100.1,nlcd2001,
13UM049,Vondell Brook,"Upstream of 120th St, 3.5 mi. SE of Milaca",45.7204,-93.58694,Mille Lacs,MN,21.49515659,0.56918335,07010207,Rum River,0701020702,,070102070207,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,4,,20.3,45.7,66,7.1,20.9,5.8,0.2,0,73.1,100,nlcd2001,
13UM051,Spencer Brook,"Upstream of CSAH 5, 6 mi. SE of Princeton",45.52014,-93.47507,Isanti,MN,21.97434798,0.401611328,07010207,Rum River,0701020705,,070102070502,0701020705-01,Middle Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,,North,7,Low Gradient,6,,26.4,27.9,54.3,4.8,28.3,8.1,4.5,0,59.1,100,nlcd2001,
13UM052,Isanti Brook,"Upstream of Jackson St NE, 1 mi. N of Isanti",45.51242,-93.25001,Isanti,MN,18.98834972,1.047607422,07010207,Rum River,0701020707,,070102070701,0701020707-01,Lower Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,6,,36.7,24.2,60.9,7.7,17.6,7,6.9,0,68.6,100.1,nlcd2001,
13UM054,Rum River,"Downstream of CR 103, 3 mi. S of Onamia",46.02325,-93.6682,Mille Lacs,MN,475.5117968,0.688903809,07010207,Rum River,0701020702,,070102070202,0701020702-03,Headwaters Rum River,UM,FALSE,50,NLF,50b,212,212K,212Kb,,,Little Falls Area,,North,5,Northern Streams,3,,1.3,8.3,9.6,2.9,33.3,9.4,44.9,0,12.5,100.1,nlcd2001,
13UM055,"Rum River, West Branch","Upstream of 48th St, 5 mi. E of Ramey",45.83104,-93.83672,Morrison,MN,39.40558631,1.832214594,07010207,Rum River,0701020703,,070102070301,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,3,,17.4,30.4,47.8,2.2,31.3,18.6,0.1,0,50,100,nlcd2001,
13UM056,"Rum River, West Branch","Upstream of CSAH 9, 5 mi. W of Milaca",45.77452,-93.78659,Benton,MN,65.26419922,3.242279053,07010207,Rum River,0701020703,,070102070303,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,5,Northern Streams,3,,17.6,33,50.6,2.6,31.3,15.4,0.1,0,53.2,100,nlcd2001,
13UM058,Rum River,"Upstream of CSAH 9, 1 mi. N of Milaca",45.78025,-93.66124,Mille Lacs,MN,660.3820278,1.870483279,07010207,Rum River,0701020702,,070102070206,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.8,11.9,13.7,2.7,39.8,11.5,32.3,0,16.4,100,nlcd2001,
13UM059,Chase Brook,"Upstream of CR 112, 1.5 mi. NW of Milaca",45.7749,-93.68045,Mille Lacs,MN,8.755059497,1.643494129,07010207,Rum River,0701020702,,070102070206,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,,14.6,44.6,59.2,5.3,25.6,9.5,0.3,0,64.5,99.9,nlcd2001,
13UM060,Estes Brook,"Upstream of CSAH 12, 4.5 mi. S of Foreston",45.66439,-93.71152,Mille Lacs,MN,19.67360383,0.705108523,07010207,Rum River,0701020703,,070102070304,0701020703-02,Estes Brook,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,4,,38,41.4,79.4,4.7,11.6,4.3,0,0,84.1,100,nlcd2001,
13UM061,Stanchfield Creek,"Upstream of CSAH 3, 7 mi. NW of Cambridge",45.67203,-93.33933,Isanti,MN,47.93755598,0.027099611,07010207,Rum River,0701020704,,070102070401,0701020704-01,Stanchfield Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,,North,7,Low Gradient,,,41.1,21.6,62.7,3.5,21.1,10,2.7,0,66.2,100,nlcd2001,
13UM062,Rum River,"Upstream of Roanoke St, 2.5 mi. NE of Ramsey",45.29067,-93.38348,Anoka,MN,1489.09367,0.059997559,07010207,Rum River,0701020707,,070102070707,0701020707-01,Lower Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,4,Northern Rivers,1,Northern Forest Rivers,18.1,19.6,37.7,4.7,31.6,10.7,15.3,0,42.4,100,nlcd2001,
13UM063,Lower Stanfield Branch,"Downstream of Hwy 65, 4.5 mi. N of Cambridge",45.65693,-93.19452,Isanti,MN,12.01453392,0.754608095,07010207,Rum River,0701020705,,070102070505,0701020705-02,Lower Stanchfield Branch,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,,North,6,Northern Headwaters,6,,33.8,23.9,57.7,10.4,16.4,13.9,1.6,0,68.1,100,nlcd2001,
13UM064,Cedar Creek,"Downstream of CR 86, 1 mi. N of East Bethel",45.35526,-93.25798,Anoka,MN,44.34205684,0.522888124,07010207,Rum River,0701020706,,070102070601,0701020706-01,Cedar Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,6,,34.2,14,48.2,6.4,27,15.8,2.6,0,54.6,100,nlcd2001,
13UM065,"Rum River, West Branch","Upstream of CSAH 12, 4.5 mi. S of Milaca",45.66535,-93.65866,Mille Lacs,MN,105.3713718,2.209320307,07010207,Rum River,0701020703,,070102070303,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,5,Northern Streams,3,,18.8,33.4,52.2,3.3,32.3,12.2,0.1,0,55.5,100.1,nlcd2001,
13UM066,Trib. to Goose Lake,"Upstream of CSAH 5, 5 mi. NE of Elk River",45.35656,-93.47116,Anoka,MN,14.72184365,1.626892209,07010207,Rum River,0701020707,,070102070705,0701020707-02,Trott Brook,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,19.6,34.5,54.1,5.5,29.4,6,5.1,0,59.6,100.1,nlcd2001,
13UM067,Crooked Brook,"Downstream of Viking Blvd. NW, .5 mi. S of East Bethel",45.32051,-93.25541,Anoka,MN,15.88281423,0.563781798,07010207,Rum River,0701020706,,070102070602,0701020706-01,Cedar Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,16.7,20.9,37.6,9.7,29.2,20.4,3,0.1,47.4,100,nlcd2001,
13UM068,Lower Stanchfield Branch,"Upstream of CR 46, 2 mi. SW of Braham",45.70304,-93.19674,Isanti,MN,3.578819518,0.651519775,07010207,Rum River,0701020705,,070102070505,0701020705-02,Lower Stanchfield Branch,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Hinckley Area,,North,6,Northern Headwaters,4,,36.4,16.6,53,19.8,18.4,8.9,0,0,72.8,100.1,nlcd2001,
13UM069,Rum River,"E of 261st Ave, 3 mi. SW of Isanti",45.44002,-93.30745,Isanti,MN,1305.577963,0.021392824,07010207,Rum River,0701020707,,070102070702,0701020707-01,Lower Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,17.1,19.7,36.8,4.2,31.7,10.1,17.1,0,41,99.9,nlcd2001,
13UM070,Unnamed ditch,"Adjacent to W side of Hwy 65, 1.5 mi. S of East Bethel",45.31823,-93.23646,Anoka,MN,13.02052309,0.605804384,07010207,Rum River,0701020706,,070102070602,0701020706-01,Cedar Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,15.7,20.7,36.4,8,30.7,21.3,3.5,0,44.4,99.9,nlcd2001,
13UM071,County Ditch 28,"Adjacent to E side of Hwy 65, 1.5 mi. S of East Bethel",45.31786,-93.23532,Anoka,MN,2.687502685,0.524719298,07010207,Rum River,0701020706,,070102070602,0701020706-01,Cedar Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,15.9,21.2,37.1,13.8,33.8,15.3,0,0,50.9,100,nlcd2001,
13UM072,Unnamed ditch,"Downstream of CR 245, 11.5 mi. N of Milaca",45.8289,-93.85828,Morrison,MN,9.905257828,1.755187869,07010207,Rum River,0701020703,,070102070301,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,,,25.5,39.2,64.7,2.8,18.7,13.8,0,0,67.5,100,nlcd2001,
13UM074,Bogus Brook,"Downstream of Hwy 23, .5 mi. E of Bock",45.78886,-93.54605,Mille Lacs,MN,7.40331584,1.269806027,07010207,Rum River,0701020702,,070102070208,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,4,,4.7,26.4,31.1,4,52.8,11.6,0.4,0,35.1,99.9,nlcd2001,
13UM075,"Trib. to Rum River, West Branch","Downstream of 380th Ave, 13 mi. NW of Milaca",45.86762,-93.87009,Morrison,MN,6.775397899,2.413909912,07010207,Rum River,0701020703,,070102070301,0701020703-01,West Branch Rum River,UM,FALSE,50,NLF,50b,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,3,,30.6,35,65.6,2.8,17.3,14.3,0,0,68.4,100,nlcd2001,
13UM076,Unnamed creek,"Upstream of Cedar Rd, 7.5 mi. NW of Princeton",45.64789,-93.72943,Mille Lacs,MN,13.43160606,0.494506806,07010207,Rum River,0701020703,,070102070304,0701020703-02,Estes Brook,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,7,Low Gradient,4,,39.1,28.8,67.9,4.5,19.5,8.1,0,0,72.4,100,nlcd2001,
13UM077,Prairie Brook,"Downstream of 40th St, 4 mi. NW of Princeton",45.60225,-93.66859,Mille Lacs,MN,5.187707213,3.278411865,07010207,Rum River,0701020703,,070102070305,0701020703-01,West Branch Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,,,55,24.4,79.4,4.6,9.4,6.5,0,0,84,99.9,nlcd2001,
13UM078,County Ditch 4,"Downstream of CSAH 12, 6 mi. SE of Milaca",45.67538,-93.58224,Mille Lacs,MN,21.24739484,0.52899164,07010207,Rum River,0701020702,,070102070209,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,6,Northern Headwaters,4,,34.8,19.2,54,11.4,25.7,8.8,0,0,65.4,99.9,nlcd2001,
13UM079,Seelye Brook,"Adjacent to Field Rd, ~0.4 mi upstream of MN 47, in St. Francis",45.3839,-93.38278,Anoka,MN,38.07225972,0.54107672,07010207,Rum River,0701020707,,070102070703,0701020707-03,Seelye Brook,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,East Metro Area,,North,6,Northern Headwaters,6,,23.6,28.5,52.1,4.1,31.4,11.6,0.9,0,56.2,100.1,nlcd2001,
13UM081,Ties Creek,"Downstream of 397th Ave, 6 mi. W of Stanchfield Center",45.68686,-93.33171,Isanti,MN,28.63889595,0.081726082,07010207,Rum River,0701020704,,070102070402,0701020704-01,Stanchfield Creek,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Hinckley Area,,North,7,Low Gradient,,,43.2,24.6,67.8,4.5,16.6,8.9,2.3,0,72.3,100.1,nlcd2001,
13UM082,Trib to Ties Creek,"Downstream of CSAH 4, 6.5 mi. W of Braham",45.71582,-93.31177,Isanti,MN,10.81568672,0.992187738,07010207,Rum River,0701020704,,070102070402,0701020704-01,Stanchfield Creek,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Hinckley Area,,North,6,Northern Headwaters,,,36.6,25.2,61.8,4.5,20,10.2,3.5,0,66.3,100,nlcd2001,
13UM084,Cedar Creek,"Downstream of CSAH 9, 3.5 mi. SE of Isanti",45.45701,-93.18351,Isanti,MN,7.676444507,1.126891732,07010207,Rum River,0701020706,,070102070601,0701020706-01,Cedar Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,,,Hinckley Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,6,,45.3,14.7,60,4,22.1,13.9,0.1,0,64,100.1,nlcd2001,
13UM087,Rum River,"Upstream of CR 14, 3 mi. NW of Cambridge",45.60705,-93.25591,Isanti,MN,1184.870382,0.204803467,07010207,Rum River,0701020705,,070102070506,0701020705-01,Middle Rum River,UM,FALSE,51,NCHF,51h,212,212K,212Kb,,,Hinckley Area,,North,4,Northern Rivers,1,Northern Forest Rivers,15.1,19.7,34.8,3.7,32.8,10.1,18.6,0,38.5,100,nlcd2001,
13UM088,Tibbetts Brook,"Upstream of 103rd St, 8 mi. N of Rum River",45.91017,-93.78819,Morrison,MN,16.05621271,0.429992706,07010207,Rum River,0701020702,,070102070205,0701020702-02,Tibbetts Brook,UM,FALSE,50,NLF,50b,212,212K,212Kb,,,Little Falls Area,,North,7,Low Gradient,4,Northern Forest Streams GP,0.9,25.6,26.5,0.4,56.5,16.4,0.2,0,26.9,100,nlcd2001,
13UM089,Washburn Brook,"Upstream of 90th St., 2 mi. E of Woodward Brook",45.67578,-93.53329,Mille Lacs,MN,7.692429136,0.43371582,07010207,Rum River,0701020702,,070102070209,0701020702-01,Upper Rum River,UM,FALSE,51,NCHF,51k,212,212K,212Kb,,,Little Falls Area,,North,7,Low Gradient,,,56.9,20.5,77.4,3,15.5,4,0,0,80.4,99.9,nlcd2001,
