StationCode,StreamName,Location,Latitude_DDeg,Longitude_DDeg,TYPE
FLD-01,BEAVER CREEK,CO RD BR 3 MI ENE BEAVERVILLE,40.96545,-87.59914,STREAM
FLD-03,BEAVER CREEK,CO RD BR 1.5 MI W PAPINEAU,40.9723,-87.75125,STREAM
FLD-04,BEAVER CREEK,5 MI E OF BEAVERVILLE,40.951367,-87.56065,STREAM
FLDA-01,LITTLE BEAVER CREEK,CO RD BR 2 MI S ST ANNE,40.99726,-87.7225,STREAM
FLDA-02,LITTLE BEAVER CREEK,4.2 MI SE ST ANNE,41.008217,-87.632075,STREAM
FLDA-03,LITTLE BEAVER CREEK,3.6 MI SW LEESVILLE,41.008783,-87.59985,STREAM
FLDA-04,LITTLE BEAVER CREEK,1.8 MI NW LEESVILLE,41.04685,-87.554933,STREAM
FLDA-05,LITTLE BEAVER CREEK,1 MI NE LEESVILLE,41.039683,-87.529867,STREAM
FLDA-06,LITTLE BEAVER CREEK,CO RD 7000S BR 7 MI E ST ANNE,41.0239,-87.579,STREAM
FLDAE-01,U-TRIB ST ANNE DITCH,1.9 MI E ST ANNE,41.0217139,-87.6783417,STREAM
FLDAZA-01,U-TRIB L BEAVER CREEK,4 MI E ST ANNE,41.02255,-87.638567,STREAM
FLDAZA-02,U-TRIB L BEAVER CREEK,4.8 MI W LEESVILLE CR,41.022817,-87.623983,STREAM
FLDAZB-01,U-TRIB LEESVILLE DITCH,(LEESVILLE DITCH) 1.2 MI W LEESVILLE,41.024217,-87.561683,STREAM
FLDAZD-01,U-TRIB PEMBROKE DITCH,(PEMBROKE DITCH) 1.5 MI W HOPKINS PARK,41.060383,-87.58155,STREAM
FLDAZE-01,U-TRIB NORTH BRANCH,(NORTH BRANCH) 0.1 MI SE HOPKINS PARK,41.061017,-87.547817,STREAM
FLDB-01,HOOPER BRANCH,5 MI E OF BEAVERVILLE,40.971617,-87.560917,STREAM
FLE-01,LANGAN CREEK,CO RD BR 4.5 MI ENE CLIFTON,40.9568,-87.84741,STREAM
FLF-01,PIKE CREEK,2.5 MI W MARTINTON CO RD,40.91474,-87.78003,STREAM
FLF-02,PIKE CREEK,CO RD 2200 E BR 2 MI SE MARTINTON,40.8827,-87.7121,STREAM
FLFA-01,NORTH MARTINTON DITCH,2.5 MI SE MARTINTON,40.912967,-87.673417,STREAM
FLG-02,PRAIRIE CREEK,CO RD 2400N BR 6 MI NW CRESCENT CITY DNS,40.8566667,-87.8991667,STREAM
FLH-01,SPRING CREEK,0.5 MI SE BUCKLEY E-W CO RD,40.5904,-88.02698,STREAM
FLH-02,SPRING CREEK,RT 49 BR 2 MI N CRESCENT CITY,40.80503,-87.86387,STREAM
FLH-03,SPRING CREEK,2 MI S ONARGA N-S CO RD,40.67888,-88.00293,STREAM
FLHB-01,LOUIS CREEK,CO RD 1000N BR 3 MI NE BUCKLEY,40.6338,-88.0237,STREAM
FLI-03,SUGAR CREEK,1.5 MI E MILFORD N-S CO RD,40.61938,-87.6615,STREAM
FLI-04,SUGAR CREEK,0.5 MI N WOODLAND CO RD,40.72398,-87.72726,STREAM
FLI-05,SUGAR CREEK,1.5 MI NW MILFORD CO RD,40.64667,-87.7243,STREAM
FLI-06,SUGAR CREEK,3 MI NNE STOCKLAND CO RD,40.64811,-87.56341,STREAM
FLIA-01,COON CREEK,WOODLAND RD BR 0.5 MI W WOODLAND,40.71456,-87.72536,STREAM
FLIA-02,COON CREEK,NE OF MILFORD DS 2400E BRIDGE,40.6991667,-87.6686111,STREAM
FLIB-02,JEFFERSON CREEK,CO RD 1900E BR 4.6 MI NE MILFORD,40.6619,-87.7695,STREAM
FLIC-04,MUD CREEK-EAST,CO RD 1000N BR 2 MI NNE STOCKLAND,40.63575,-87.57153,STREAM
FLID-02,MUD CREEK-WEST,1.5 MI W MILFORD,40.61771,-87.73389,STREAM
FLID-03,MUD CREEK-WEST,CO RD 1975 E BR 3 MI SW MILFORD,40.5982,-87.7566,STREAM
FLIDA-01,FOUNTAIN CREEK,CO RD 300N BR 3 MI S AND 1 MI E OF CLAYTONVILLE UPS,40.5305556,-87.8061111,STREAM
FLIDAA-01,WHISKY CREEK,CO RD 1650E BR 0.5 MI E CLAYTONVILLE,40.5719444,-87.8130556,STREAM
FLIDB-01,GAY CREEK,SW OF MILFORD AT 2100E BRIDGE,40.5763889,-87.7316667,STREAM
FLIDD-01,PIGEON CREEK,SW CISSNA PARK 150 YDS US HWY 49 BR,40.5591667,-87.8938889,STREAM
FLIDE-01,U-TRIB MUD CREEK-WEST,0.8 MI S MILFORD RD 2250E,40.6071,-87.7037,STREAM
FLIE-01,U-TRIB SUGAR CREEK,0.5 MI W STOCKLAND RD 900N,40.6197,-87.6083,STREAM
FLZC-01,U-TRIB 3 IROQUOIS RIVER,3 MI SE L'ERABLE,40.867717,-87.817417,STREAM
FM-01,SPRING CREEK,3 MI SE SUN RIVER TERRACE,41.099983,-87.685783,STREAM
FM-02,SPRING CREEK,2.2 MI E AROMA PARK ON BOY SCOUT RD,41.0797,-87.767,STREAM
FQ-01,TRIM CREEK,CO RD 7000N 1M SSW GRANT PK,41.22254,-87.65814,STREAM
FR-01,SINGLETON DITCH,1.9 MI E MOMENCE ON,41.16880278,-87.61558889,STREAM
G-01,DES PLAINES RIVER,I-55 BR 2 MI E CHANNAHON,41.42178,-88.19447,STREAM
G-02,DES PLAINES RIVER,135TH ST AT ROMEOVILLE,41.64038,-88.0715,STREAM
G-03,DES PLAINES RIVER,STEPHENS ST LEMONT,41.68156,-88.0022,STREAM
G-07,DES PLAINES RIVER,RT 120 BR W OF GURNEE,42.34371,-87.9409,STREAM AMBIENT INACTIVE
G-08,DES PLAINES RIVER,"RUSSEL RD BR, 1 MI E OF I-95 AND 0.75 MI DNS OF WI STATE LINE",42.48925,-87.92592,STREAM AMBIENT
G-11,DES PLAINES RIVER,DIVISION ST BR AT LOCKPORT,41.58191,-88.07159,STREAM AMBIENT INACTIVE
G-12,DES PLAINES RIVER,BRANDON RD S JOLIET,41.50039,-88.10371,STREAM
G-14,DES PLAINES RIVER,OAKTON ST DES PLAINES,42.02499,-87.87472,STREAM
G-15,DES PLAINES RIVER,IRVING PK RD IN SCHILLER PARK,41.95306,-87.8542,STREAM AMBIENT
G-16,DES PLAINES RIVER,ROOSEVELT RD FORST PK,41.8645,-87.82724,STREAM
G-18,DES PLAINES RIVER,WILLOW SPRINGS RD,41.73545,-87.88166,STREAM
G-25,DES PLAINES RIVER,WADSWORTH RD WADSWORTH,42.42879,-87.93042,STREAM
G-33,DES PLAINES RIVER,43RD ST RT 66 LYONS,41.81436,-87.80946,STREAM
G-35,DES PLAINES RIVER,UPS DAN WRIGHT BSCAMP,42.21971,-87.93329,STREAM
G-38,DES PLAINES RIVER,TOUHY AV PK RIDGE,42.01033,-87.86132,STREAM
G-39,DES PLAINES RIVER,"BARRYPOINT RD BR, 200 FT DNS OF HOFMANN DAM ON S EDGE OF RIVERSIDE",41.82124,-87.82179,STREAM AMBIENT
G-44,DES PLAINES RIVER,BETWEEN FOREST AND 26TH,41.8359889,-87.8275,STREAM
G-46,DES PLAINES RIVER,1.5 MI W OF MT PROSPECT DNS OF DAM # 2 IN COOK CO FOREST PRESERVE,42.0819528,-87.8900806,STREAM
GA-03,GRANT CREEK,5 MI N OF WILMINGTON IN MIDEWIN NF,41.3801,-88.1445,STREAM
GB-01,DU PAGE RIVER,OLD RT 6 S CHANNAHON,41.42039,-88.22745,STREAM
GB-10,DU PAGE RIVER,"PLAINFIELD-NAPERVILLE RD BR, 0.1 MI N OF BOUGHTON RD ON W EDGE OF BOLINGBROOK",41.69024,-88.16624,STREAM AMBIENT INACTIVE
GB-11,DU PAGE RIVER,RT 52 BR SHOREWOOD,41.52157,-88.19483,STREAM AMBIENT
GB-19,DU PAGE RIVER,2 MI E MINOOKA ON SHEPLEY ROAD,41.46806944,-88.20900556,STREAM
GBE-01,LILLY CACHE CREEK,RT 30 BR 1 MI SE PLAINFLD,41.58721,-88.17801,STREAM
GBK-02,WEST BRANCH DU PAGE RIVER,2 MI S NAPERVILLE,41.72032,-88.13203,STREAM
GBK-03,WEST BRANCH DU PAGE RIVER,RT 34 BR NAPERVILLE,41.78189,-88.17521,STREAM
GBK-04,WEST BRANCH DU PAGE RIVER,WARRENVILLE RD,41.81749,-88.17135,STREAM
GBK-05,WEST BRANCH DU PAGE RIVER,RT 56 BR WARRENVILLE,41.82539,-88.17936,STREAM AMBIENT
GBK-06,WEST BRANCH DU PAGE RIVER,MACK RD N WARRENVILLE,41.84236,-88.19842,STREAM
GBK-07,WEST BRANCH DU PAGE RIVER,GARYS MILL RD W CHGO,41.85815,-88.19352,STREAM
GBK-09,WEST BRANCH DU PAGE RIVER,ST CHARLES RD N WEST CHICAGO,41.91105,-88.17906,STREAM AMBIENT
GBK-HP-C2,WEST BRANCH DU PAGE RIVER,"WALNUT ST BR 0.3 MI DNS MWRDGC-HANOVER PARK WWTP, HANOVER PARK",41.9957,-88.1363,STREAM FACILITY
GBL-02,EAST BRANCH DU PAGE RIVER,S WASHINGTON ST/NAPERVILLE RD BR 0.5 MI S OF NAPERVILLE,41.7109,-88.12797,STREAM
GBL-07,EAST BRANCH DU PAGE RIVER,"SR 56 BR 0.3 MI E OF SR 53, NW EDGE OF DOWNERS GROVE",41.83163,-88.04765,STREAM
GBL-10,EAST BRANCH DU PAGE RIVER,"US 34 BR 0.2 MI W OF SR 53, LISLE",41.8006,-88.08141,STREAM AMBIENT
GBL-13,EAST BRANCH DU PAGE RIVER,"UPS FOOTBRIDGE AT HIDDEN LAKES NEAR TROUT FARM RD, 2 MI SW OF WOODRIDGE",41.7124,-88.0899,STREAM
GBL-19,EAST BRANCH DU PAGE RIVER,"ROYCE RD BR 0.1 MI W OF SR 53, N EDGE OF BOLINGBROOK",41.718,-88.0705,STREAM
GC-03,JACKSON CREEK,ROWEL RD 3.5MI NE ELWOOD,41.4391667,-88.0591667,STREAM
GC-04,JACKSON CREEK,CHERRY HILL RD 2.3 MI NW OF MANHATTAN,41.4399,-88.021,STREAM
GCA-01,MANHATTAN CREEK,2.5 MI NE ELWOOD,41.43,-88.0772222,STREAM
GCA-M-C3,MANHATTAN CREEK,CHERRY HILL RD BR 1.5 MI W OF MANHATTAN AND 1.6 MI DNS MANHATTAN WWTP,41.4204,-88.0205,STREAM FACILITY
GCB-NL-C3,JACKSON BRANCH,BERNHARD RD BR 3.5 MI NW OF MANHATTAN AND 4.4 MI DNS NEW LENOX #2 WWTP,41.4598,-88.0329,STREAM FACILITY
GCB-NL-E,JACKSON BRANCH,"NEW LENOX #2 WWTP, 2210 SANFORD AVE, 3 MI SW OF NEW LENOX",41.4784,-87.9971,STREAM FACILITY
GC-E-C1,JACKSON CREEK,S BRANDON RD BR 1 MI N OF ELWOOD AND 0.15 MI DNS ELWOOD WWTP,41.4225,-88.1106,STREAM FACILITY
GC-E-C2,JACKSON CREEK,PATTERSON RD BR 1 MI NW OF ELWOOD AND 0.8 MI DNS ELWOOD WWTP,41.4213,-88.1207,STREAM FACILITY
GC-E-C3,JACKSON CREEK,KANKAKEE ST BR 1.8 MI W OF ELWOOD AND 3.4 MI DNS ELWOOD WWTP,41.4117,-88.1459,STREAM FACILITY
GG-01,HICKORY CREEK,RT 52 BR JOLIET,41.51069,-88.07864,STREAM
GG-04,HICKORY CREEK,GAUGES RD 3 MI E JOLIET,41.52629,-88.00485,STREAM
GG-06,HICKORY CREEK,1 MI NE NEW LENOX,41.52315,-87.94283,STREAM
GG-10,HICKORY CREEK,OAK HIGHLANDS SD DIS TO CR,41.5255556,-88.0411111,STREAM
GG-13,HICKORY CREEK,1.4 MI DNS N LENOX STP 1,41.5209722,-87.9933333,STREAM
GG-14,HICKORY CREEK,0.2 MI DNS N LENOX STP 1,41.5156389,-87.9709722,STREAM
GG-21,HICKORY CREEK,RT 30 BR E FRANKFORT,41.5063889,-87.8219444,STREAM
GG-22,HICKORY CREEK,"JOLIET ST BR, 0.2 MI W OF US 52/SR 53 BR ON S EDGE OF JOLIET",41.5076556,-88.0838861,STREAM AMBIENT
GGA-02,SPRING CREEK,DRAPER AVE BR E JOLIET,41.53938,-88.05488,STREAM
GGA-03,SPRING CREEK,GOUGER RD 4.4 MI NE OF JOLIET,41.55,-88.0057,STREAM
GGA-06,SPRING CREEK,20 YDS DNS OF PARKER RD,41.5772222,-87.949,STREAM
GGB-01,MARLEY CREEK,FRANCIS RD NE NEW LENOX,41.53194,-87.93743,STREAM
GGBA-01,EAST BRANCH MARLEY CREEK,TOWN LINE RD 1.4 MI NW OF MOKENA,41.5434,-87.9088,STREAM
GGC-03,UNION DRAINAGE DITCH,0.6 MI DNS FRANKFORT N STP,41.5213889,-87.8263889,STREAM
GHC-01,FIDDYMENT CREEK,"TABLE ST BR W EDGE RUNYON CO FORREST PRESERVE LOCKPORT, 0.3 MI NNE OF SR 171 AND THORNTON STREET",41.60069,-88.05016,STREAM
GJ-01,SAWMILL CREEK,BLUFF RD ROCKY GLENN FP,41.7076,-87.9627,STREAM
GK-03,FLAGG CREEK,83RD ST WILLOW SPRINGS,41.73882,-87.89644,STREAM
GL-01,SALT CREEK,"YORK RD, 0.3 MI N OF OGDEN AVE (SR 34), HINSDALE",41.82073,-87.92701,STREAM
GL-09,SALT CREEK,"WOLF RD, 0.5 MI N OF OGDEN AVE (SR34), WESTERN SPRINGS",41.8257,-87.90021,STREAM AMBIENT
GL-17,SALT CREEK,"THORNDALE RD AT SALT CREEK COUNTRY CLUB, ITASCA",41.9838,-87.99055,STREAM
GL-26,SALT CREEK,0.3 MI NE BIESTERFIELD RD/ARLINGTON HEIGHTS RD BIESTERFIELD PKWY (JOHN F. KENNEDY BLVD.),42.0051,-87.9958,STREAM
GLA-02,ADDISON CREEK,WASHINGTON BLVD IN BELLWOOD,41.88185,-87.86896,STREAM AMBIENT
GLA-05,ADDISON CREEK,DIANA COURT BENSENVILLE,41.93968,-87.92766,STREAM
GLB-01,SPRING BROOK,PROSPECT AV ITASCA,41.97181,-87.99809,STREAM
GLB-02,SPRING BROOK,ORCHARD ST ITASCA N RT 19,41.97188,-88.0116,STREAM
GO-01,WILLOW CREEK,RIVER RD ROSEMONT,41.99005,-87.8599,STREAM
GU-04,INDIAN CREEK,30 YDS DNS INDIAN CR RD,42.2333333,-88.0233333,STREAM
GU-06,INDIAN CREEK,0.8 MI N PRAIRIE VIEW AT VERNON TWP PARK,42.2067222,-87.9602278,STREAM
GU-07,INDIAN CREEK,0 MI SE LONG GROVE ON RT 83,42.21755833,-87.99446111,STREAM
GUB-01,SEAVEY DRAINAGE DITCH,RT 45 BR 2.1 MI NW OF HALF DAY,42.2199,-87.9663,STREAM
GV-01,BULL CREEK,RT 21 MILWAUKEE AV LIBERTYVILLE,42.3118,-87.96361,STREAM
GV-02,BULL CREEK,RT 137 (BUCKLEY ROAD) 1.7 MI NNW OF LIBERTYVILLE,42.3057,-87.9687,STREAM
GVA-01,U-TRIB BULL CREEK,RT 137 (PETERSON ROAD) 2.7 MI NW OF LIBERTYVILLE,42.3066,-87.9949,STREAM
GWA-01,NORTH MILL CREEK,4 MI E ANTIOCH,42.4658333,-88.0086111,STREAM
GWA-03,NORTH MILL CREEK,"END OF KELLY RD 2.4 MI NNE OF LINDENHURST, DNS OF RASMUSSEN LAKE",42.444221,-88.000557,STREAM
GWAA-L-C2,HASTINGS CREEK,"W MILLER RD, 400 FT W OF BECK RD AND 1.3 MI DNS LINDENHURST WWTP",42.447781,-88.0248,STREAM FACILITY
HA-04,LITTLE CALUMET RIVER NORTH,HALSTED ST CHICAGO,41.65738,-87.64129,STREAM
HB-01,LITTLE CALUMET RIVER SOUTH,S ASHLAND AV RIVERDALE,41.65176,-87.66052,STREAM
HB-42,LITTLE CALUMET RIVER SOUTH,S HOLMAN AV IND ST LINE N MUNSTER IN,41.5776,-87.52203,STREAM AMBIENT
HBD-04,THORN CREEK,THORNTON RD BR AT THORNTON,41.56821,-87.60782,STREAM AMBIENT
HBD-05,THORN CREEK,RT 30 BR CHICAGO HEIGHTS,41.50601,-87.6447,STREAM
HBDA-01,NORTH CREEK,COTTAGE GROVE NE GLENWOOD,41.55686,-87.59577,STREAM
HBDB-02,BUTTERFIELD CREEK,CRAWFORD AV OLY FLDS,41.51019,-87.71308,STREAM
HBDB-03,BUTTERFIELD CREEK,CHICAGO RD HOMEWOOD,41.53986,-87.64954,STREAM
HBDB-05,BUTTERFIELD CREEK,W OF GLENWOOD AT GLENWOOD RD BR,41.5444444,-87.6266667,STREAM
HBDB-06,BUTTERFIELD CREEK,"E OLYMPIA FIELDS, US COUNTRY CLB RD",41.5219444,-87.6841667,STREAM
HBDC-02,DEER CREEK,COTTAGE GROVE AV GLENWOOD,41.53656,-87.59699,STREAM
HBDC-03,DEER CREEK,"E UNIVERSITY PARK, E WESTERN AVE",41.4472222,-87.6705556,STREAM
HBDC-04,DEER CREEK,"E STEGER, S STEGER RD, E STATE ST",41.4697222,-87.6066667,STREAM
HBE-02,PLUM CREEK,2.5 MI E CRETE,41.43762,-87.56585,STREAM
HBE-03,PLUM CREEK,3 MI SSE CRETE ON BEMES RD,41.4072222,-87.5972222,STREAM
HBE-04,PLUM CREEK,GOODENOW RD 0.5 MI E OF GOODENOW,41.3911,-87.628,STREAM
HC-01,SOUTH BRANCH CHICAGO RIVER,VAN BUREN ST CHICAGO,41.87673,-87.63747,STREAM
HCB-01,CHICAGO RIVER,AT WELLS ST CHICAGO,41.88742,-87.63396,STREAM
HCC-07,NORTH BRANCH CHICAGO RIVER,TOUHY AV BR AT NILES,42.01237,-87.79554,STREAM AMBIENT
HCCA-02,NORTH SHORE CHANNEL,OAKTON ST SKOKIE,42.02634,-87.70994,STREAM
HCCA-04,NORTH SHORE CHANNEL,PETERSON AV CHICAGO,41.99025,-87.70903,STREAM
HCCB-05,WEST FORK NORTH BRANCH CHICAGO RIVER,DUNDEE RD BR NORTHBROOK,42.1383,-87.83478,STREAM
HCCB-13,WEST FORK NORTH BRANCH CHICAGO RIVER,WALTERS AVE BR IN NBROOK,42.1275,-87.8242778,STREAM
HCCC-02,MIDDLE FORK NORTH BRANCH CHICAGO RIVER,LAKE-COOK CO LINE RD BR AT DEERFIELD,42.1526,-87.81833,STREAM AMBIENT
HCCC-04,MIDDLE FORK NORTH BRANCH CHICAGO RIVER,GOLF RD BR GLENVIEW,42.05525,-87.77515,STREAM
HCCC-06,MIDDLE FORK NORTH BRANCH CHICAGO RIVER,1.1 MI NE DEERFIELD ON DEERFIELD HIGH SCHOOL ACCESS ROAD,42.1879,-87.8512,STREAM
HCCC-08,MIDDLE FORK NORTH BRANCH CHICAGO RIVER,"EAST LAKE AVE 1 MI WSW OF I 90, GLENVIEW",42.07975,-87.7773,STREAM
HCCD-09,SKOKIE RIVER,WILLOW RD BR NR NORTHFIELD,42.10135,-87.75899,STREAM
HF-01,TINLEY CREEK,135TH ST BR NR CRESTWOOD,41.64664,-87.76646,STREAM
IA-01,ORCHARD CREEK,"NEXT TO ROCK SPRINGS RD 2 MI S, SE OF THEBES",37.19167,-89.44111,STREAM
IB-02,SEXTON CREEK,0.6 MI NE GALE,37.25727222,-89.44225,STREAM
IB-03,SEXTON CREEK,2.8 MI NE GALE,37.26977778,-89.40547222,STREAM
IB-07,SEXTON CREEK,2.5 MI NE GALE,37.27357,-89.41281,STREAM
IBA-08,MILLER CREEK,0.5 MI E THEBES,37.22254,-89.44096,STREAM
IBAA-01,SAMMONS CREEK,BEAN RIDGE RD 1.7 MI NE OF THEBES,37.22986,-89.42869,STREAM
IC-02,CLEAR CREEK,1 MI SSE OF BALD KNOB,37.53461,-89.33555,STREAM
IC-03,CLEAR CREEK,3 MI E OF WOLF LAKE,37.50161,-89.37691,STREAM
IC-05,CLEAR CREEK,2 MI E REYNOLDVILLE,37.3685,-89.36012,STREAM
IC-06,CLEAR CREEK,1.5 MI E MCCLURE,37.32045,-89.39368,STREAM
ICD-01,DUTCH CREEK,FARM RD 2 MI W JONESBORO,37.44133,-89.3081,STREAM
ICD-02,DUTCH CREEK,3 MI E WARE DNS CANY,37.45725,-89.34714,STREAM
ICDB-01,GREEN CREEK,NEXT TO RT 146 BR 2.9 MI W OF JONESBORO AT HISTORICAL MARKER,37.457,-89.326,STREAM
ICE-01,HUTCHINS CREEK,3 MI ENE OF WOLF LAKE,37.51639,-89.38167,STREAM
ICE-02,HUTCHINS CREEK,"FORD AT HUTCHINS CREEK RD, 3 MI NE OF WOLF LAKE AND 5 MI SW OF ALTO PASS",37.53132,-89.39563,STREAM
ICIA-01,RUNNING LAKE DITCH,WARE-WOLF LAKE RD 2 MI W OF WOLF LAKE,37.50903,-89.47583,STREAM
II-02,MARYS RIVER,RT 154 BR 3 MI ESE SPARTA,38.10829,-89.64943,STREAM
II-03,MARYS RIVER,"WINE HILL RD BR AT WELGE RD, 0.3 MI E OF WELGE",37.9562,-89.70617,STREAM AMBIENT
II-05,MARYS RIVER,4 MI E CHESTER CO RD 700N,37.91893,-89.73227,STREAM
II-91,MARYS RIVER,EDEN RD 1.5 MI N STEELEVILLE,38.03365,-89.66966,STREAM
IIB-40,MILL CREEK,DEERFIELD RD 5 MI E CHESTER,37.90915,-89.72489,STREAM
IIBB-01,PINEY BRANCH,PINEY CREEK ROAD 2.3 MI SW OF SHILOH HILL,37.901,-89.651,STREAM
IIC-01,LITTLE MARYS RIVER,3.5 MI W OF STEELEVILLE,38.0155556,-89.7325,STREAM
IIC-39,LITTLE MARYS RIVER,3 MI NE CHESTER AT COVERED BR,37.94852,-89.76579,STREAM
IICA-01,GRAVEL CREEK,UNION SCH RD 2 MI NE CHESTER,37.94383,-89.79346,STREAM
IIH-36,COX CREEK,CHESTER ST 0.5 MI S STEELEVILLE,37.99404,-89.66721,STREAM
IIK-27,MAXWELL CREEK,2 MI SE SPARTA ON PIERCE LANE,38.09866,-89.65756,STREAM
IX-03,CACHE RIVER-MISS RIVER,0.5 MI S ULLIN RT 51 BR,37.2733,-89.18378,STREAM
IX-04,CACHE RIVER-MISS RIVER,"SANDUSKY RD BR, 0.5 MI W OF MORRIS RD AND 0.7 MI E OF SANDUSKY AND SR 127",37.2032,-89.25819,STREAM AMBIENT
IX-05,CACHE RIVER-MISS RIVER,1.3 MI S PERKS,37.29084,-89.08113,STREAM
IX-06,CACHE RIVER-MISS RIVER,N END OF UNITY NO BRIDGE,37.15964,-89.26903,STREAM
IX-08,CACHE RIVER-MISS RIVER,MORRIS ROAD 1.2 MI SE OF SANDUSKY,37.196389,-89.2525,STREAM
IXC-02,BOAR CREEK,RT 51 BR 2 MI S OF PULASKI,37.18438,-89.20265,STREAM
IXCC-01,PULASKI SLOUGH,2 MI SW PULASKI N-S CO RD,37.19156,-89.23066,STREAM
IXD-01,SANDY CREEK,0.3 MI NW DAWLEYS,37.2149,-89.30025,STREAM
IXD-02,SANDY CREEK,"GRAPEVINE TRAIL RD 3 MI W OF TAMMS, BEHIND SANDY CR BAPTIST CHURCH",37.232,-89.323,STREAM
IXDA-01,WOLF CREEK,WOLF CREEK RD 3.5 MI WNW OF SANDUSKY,37.217,-89.335,STREAM
IXDB-01,WEST BRANCH SANDY CREEK,DISWOOD RD 4 MI W OF TAMMS,37.234,-89.343,STREAM
IXF-01,MILL CREEK,1 MI NE TAMMS E-W RD,37.2434,-89.25025,STREAM
IXF-02,MILL CREEK,2 MI SW WETAUG,37.30647,-89.20322,STREAM
IXFA-01,JACKSON CREEK,TAMMS PRISON RD 1.5 MI N OF TAMMS,37.258,-89.265,STREAM
IXFB-01,HARTLINE CREEK,NEXT TO RIFLE RANGE RD 1.5 MI SE OF ELCO,37.291,-89.242,STREAM
IXFB-02,HARTLINE CREEK,RIFLE RANGE RD 0.5 MI SE OF ELCO,37.296,-89.258,STREAM
IXFC-01,COOPER CREEK,NEXT TO COUNTY LINE RD 0.75 MI SW OF MILL CREEK UPS OF YOU-BE-HOLLOW CONFL.,37.335,-89.265,STREAM
IXFD-01,LINGLE CREEK,LINGLE CREEK RD 0.75 MI NW OF MILL CREEK,37.3522,-89.261,STREAM
IXI-01,INDIAN CAMP CREEK,RAILROAD ST ULLIN,37.27843,-89.18543,STREAM
IXJ-01,BIG CREEK,1 MI E DONGOLA,37.36171,-89.14385,STREAM
IXJ-02,BIG CREEK,2 MI E BALCOM ON CHURCH RD,37.41107,-89.16434,STREAM
IXJAA-01,CROOKED CREEK,HAPPY HOLLER RD 2 MI SW OF DONGOLA,37.342,-89.194,STREAM
IXJC-01,LITTLE CREEK NORTH,1 MI SE BALCOM ON OLD RT 51,37.40075,-89.18333,STREAM
IXM-04,CYPRESS CREEK,3.5 MI SE MT PLEASANT,37.38944,-89.05688,STREAM
JD-02,MAEYSTOWN CREEK,BLUFF RD BR NE CHALFIN BR,38.2132,-90.26406,STREAM
JH-03,FOUNTAIN CREEK,HH RD BR UPS ANDYS RUN,38.36474,-90.23279,STREAM
JH-04,FOUNTAIN CREEK,RT 156 BR 2 MI W WATERLOO,38.32616,-90.19595,STREAM
JI-01,CARR CREEK,VALMEYER ROAD 0.5 MI W COLUMBIA,38.4421944,-90.219889,STREAM
JMA-02,CANAL #1,TRIPLE LAKES RD,38.54747,-90.16035,STREAM
JMAA-02,PRAIRIE DUPONT CREEK,2.5 MI SE OF CENTERVILLE AT IMBS STATION RD,38.519556,-90.142722,STREAM
JMAA-03,PRAIRIE DUPONT CREEK,ZING RD (CO RD 1800N) 1.5 MI N OF MILLSTADT AT RM 16.6,38.48528,-90.10153,STREAM
JMAC-02,HARDING DITCH,LAKE DR IN FRANK HOLTEN STATE PK EAST ST LOUIS,38.59503,-90.0884,STREAM AMBIENT INACTIVE
JN-02,CAHOKIA CANAL,SAND PRAIRIE LN SE HORSESHOE LAKE 4 MI W COLLINSVILLE,38.66694,-90.06556,STREAM AMBIENT
JNA-01,CANTEEN CREEK,SAND PRAIRIE LN SE HORSESHOE LAKE 0.5 MI NW MONKS MOUND,38.66611,-90.06556,STREAM AMBIENT INACTIVE
JNA-02,CANTEEN CREEK,RT 157 CASEYVILLE,38.64347,-90.01718,STREAM
JNC-01,BURDICK BRANCH,1.5 MI SW OF GLEN CARBON AT THE RT 157 BR,38.7337861,-90.0020028,STREAM
JND-01,JUDYS BRANCH,1 MI SW OF GLEN CARBON AT THE RT 157 BR,38.7408167,-90.001975,STREAM
JNDA-01,U-TRIB JUDYS BRANCH,"UPS GLENN CARBON RD IN MINER PARK, W EDGE GLENN CARBON",38.7491,-89.98355,STREAM
JQ-03,CAHOKIA CREEK,4 MI NE PRAIRIETOWN,38.9836,-89.85085,STREAM
JQ-04,CAHOKIA CREEK,RT 138 BR 2 MI SE BENLD,39.07872,-89.7816,STREAM
JQ-05,CAHOKIA CREEK,RT 143 BR NW EDWARDSVILLE,38.8243,-89.9744,STREAM AMBIENT
JQ-07,CAHOKIA CREEK,RT 111 BR 1.5 MI S ROXANA,38.80474,-90.06685,STREAM
JQA-01,INDIAN CREEK,RT 143 BR 2 MI E WOOD RIVER,38.84141,-90.03317,STREAM
JQE-01,SHERRY CREEK,POSSUM HILL ROAD 2 MI E HOLIDAY SHORES,38.91930556,-89.905889,STREAM
JR-02,WOOD RIVER,RT 3 BR IN EAST ALTON,38.88417,-90.12222,STREAM AMBIENT INACTIVE
JRA-02,EAST FORK WOOD RIVER,BR NW EDGE BETHALTO,38.92378,-90.06879,STREAM
JRB-01,WEST FORK WOOD RIVER,1 MI N OF ALTON ON WOOD STATION RD,38.935611,-90.128,STREAM
JV-01,PIASA CREEK,RT 3 BR NEAR MELVILLE (OLD RT 100) 5 MI NW ALTON,38.95951,-90.27167,STREAM
